,Oid,Id,sentence,Flag,labels
1642,1642,63320_201607_1642,"We also recognise that this incredible natural wonder is a delicate ecosystem that needs careful study, management, investment and preservation.",1,1
1643,1643,63320_201607_1643,"The Great Barrier Reef attracts more than 2 million visitors each year, contributes $5.7 billion to the economy, and supports approximately 70,000 jobs.",1,1
1644,1644,63320_201607_1644,"Since 1985, half the hard coral cover across the reef has been lost due to pressures such as climate change, poor water quality (nutrients, sediments and pesticides), coastal development, extreme weather events including freshwater inundation, ocean acidification and outbreaks of Crown of Thorns Starfish.",1,1
1645,1645,63320_201607_1645,The Great Barrier Reef Marine Park Authority provides an assessment of the outlook for the Reef every five years.,1,1
1646,1646,63320_201607_1646,"The Outlook Report in 2014 found that the overall outlook for the Great Barrier Reef is poor, and the situation has deteriorated since 2009.",1,1
1647,1647,63320_201607_1647,The Great Barrier Reef Water Science Taskforce report of May 2016 confirms that Climate Change is the single biggest threat to the Great Barrier Reef.,1,1
1648,1648,63320_201607_1648,"This is made stark given recent coral bleaching events in the Reef, which are unprecedented in scale and scope.",1,1
1649,1649,63320_201607_1649,We face a complex environmental and economic challenge in protecting our Reef for future generations and to rise to that challenge we need to work with all interested and affected parties.,,2
1650,1650,63320_201607_1650,Only Labor has a plan that is equal to this challenge.,,3
1651,1651,63320_201607_1651,Labor’s Great Barrier Reef Plan.,1,1
1652,1652,63320_201607_1652,Labor’s plan for the Great Barrier Reef represents a $500 million down-payment on a comprehensive and collaborative approach to address all the pressures being faced by this great natural wonder.,,7
1653,1653,63320_201607_1653,"Our plan will be implemented in close consultation with the Queensland Government and all other stakeholders, with the Environment Minister taking a direct leadership role in its implementation.",,3
1654,1654,63320_201607_1654,"Labor will work with the Queensland Government and stakeholders to implement the recommendations of the Great Barrier Reef Water Science Taskforce report, released in May 2016.",,4
1655,1655,63320_201607_1655,We will do this as part of our Great Barrier Reef Plan.,,3
1656,1656,63320_201607_1656,"Our plan has three pillars: Science and Research: Improve science and research and monitoring of reef issues to ensure the protection and sustainability of the Reef is based on the latest, specialised science.",,5
1657,1657,63320_201607_1657,This includes an additional investment in climate and reef science at the CSIRO of $50 million.,,7
1658,1658,63320_201607_1658,"Direct Environmental Investment: Integrated direct investment to improve water quality, land management, agricultural and transport sustainability and environmental impacts.",,2
1659,1659,63320_201607_1659,Reef Management: Improve Reef management architecture and incentives to fix the fragmented and uncoordinated approach that has for too long characterised Reef management and conservation.,,2
1660,1660,63320_201607_1660,"We must work together and develop an organisational architecture that works effectively and efficiently, with all stakeholders playing their part, if we are to rise to the challenge and truly protect the Reef and restore its health.",,6
1661,1661,63320_201607_1661,Our plan is flexible and it will be implemented to meet the dynamic needs of Reef preservation in a fit for purpose and efficient way.,,2
1662,1662,63320_201607_1662,"Through our flexible but considered and collaborative approach, we will ensure the Great Barrier Reef has the very best change to grow as a national environmental and economic asset, generating more jobs, businesses and memories for countless Australian and overseas visitors for generations to come.",,5
1663,1663,63320_201607_1663,POSITIVE POLICY.,1,1
1664,1664,63320_201607_1664,Community Power Network.,1,1
1665,1665,63320_201607_1665,Labor knows that as part of Australia’s economic transformation we need to seriously tackle climate change.,,2
1666,1666,63320_201607_1666,All Australians need to be able to benefit from renewable energy solutions in their homes and communities.,,3
1667,1667,63320_201607_1667,But we also know that some people and communities face massive barriers to taking advantage of renewable energy.,1,1
1668,1668,63320_201607_1668,"Social and community housing, rental properties and apartment-style living all face barriers and to overcome these barriers, we need a government that is willing to act.",,3
1669,1669,63320_201607_1669,"That is why a Shorten Labor Government will work with the State and Territory Governments to develop a Community Power Network that will draw from the skills and expertise around the country to support the delivery of renewable energy solutions in social and community housing, rental properties and apartment-style living.",,3
1670,1670,63320_201607_1670,The Network will oversee the creation of up to ten Community Power Hubs across Australia that will help local communities access renewable energy.,,2
1671,1671,63320_201607_1671,Community Power Hubs will provide legal and technical expertise and start-up funding to help kick-start clean energy projects across Australia.,,2
1672,1672,63320_201607_1672,"The Network will also develop an online community to ensure that ideas, models, business plans, implementation strategies and case studies are freely available to all community energy groups.",,3
1673,1673,63320_201607_1673,Labor will provide $98.7 million over four years to establish the Community Power Network and Community Power Hubs.,,7
1674,1674,63320_201607_1674,"This funding includes over $16.0 million per year in competitive grants for community groups to pilot new approaches and demonstration projects in community housing, providing lessons that can then be rolled out nationally through the Network.",,7
1675,1675,63320_201607_1675,POSITIVE POLICY.,1,1
1676,1676,63320_201607_1676,Government Renewable Energy Power Purchase Agreements.,1,1
1677,1677,63320_201607_1677,In 2020 the Large Scale Renewable Energy Target and Small Scale Renewable Energy Schemes come to an end.,1,1
1678,1678,63320_201607_1678,"In order to further boost support for renewables, a Shorten Labor Government will also show leadership in driving the transition to renewable energy by facilitating a process through which the Commonwealth bundles its total energy demand into Power Purchase Agreements (PPA).",,4
1679,1679,63320_201607_1679,PPAs are a key financing mechanism to drive new investment in renewable energy.,,6
1680,1680,63320_201607_1680,The Government is a significant energy user and a Shorten Labor Government will play a direct role in expanding Australia’s renewable energy industry.,,2
1681,1681,63320_201607_1681,"To directly drive investment in renewable energy, from 2020 a Shorten Labor Government will work with energy providers to enter into PPAs equal to bringing Commonwealth energy use up to 50% renewable energy by 2030.",,7
1682,1682,63320_201607_1682,"These will be 10 to 15 year contracts, and will provide the certainty needed for long term investment in the renewable energy sector.",,5
1683,1683,63320_201607_1683,Labor will consult with the energy industry and regulators in finalising the design of this proposal.,,3
1684,1684,63320_201607_1684,"In contrast to Labor’s pro-renewables policies, the Liberals have overseen almost 3,000 renewable energy job losses and in their first year in Government, their anti-renewable stance resulted in an 88 per cent fall in large scale renewable energy investment.",1,1
1685,1685,63320_201607_1685,Only Labor has a positive plan to support and grow renewable energy and grow jobs in this crucial industry.,,1
1686,1686,63320_201607_1686,POSITIVE POLICY.,1,1
1687,1687,63320_201607_1687,Marine Parks: Protecting Our Oceans And Fisheries.,1,1
1688,1688,63320_201607_1688,Labor understands Australians have a strong connection to our marine life.,1,1
1689,1689,63320_201607_1689,The Marine Park plan the last Labor Government put in place created the world’s largest network of marine protected areas in the world – over 2.3 million square kilometres were protected as Commonwealth Marine Parks.,1,1
1690,1690,63320_201607_1690,"As part of this plan, Labor also released a Fisheries Adjustment Assistance Package to help the commercial fishing industry adjust to the creation of expanded Marine Parks.",1,1
1691,1691,63320_201607_1691,A Shorten Labor Government will re-commit to both our expanded network of Marine Parks and a Fisheries Adjustment Package to ensure any impacted fishers will be assisted with any impacts from expanded Marine Parks.,,6
1692,1692,63320_201607_1692,Labor understands that commercial fishing is an extremely important industry to regional communities and the country as a whole.,,3
1693,1693,63320_201607_1693,That is why we’re determined that our Marine Parks do not undermine this industry.,,1
1694,1694,63320_201607_1694,"Labor will achieve our marine ecological, economic and social objectives in an open, integrated, participatory and planned manner.",,7
1695,1695,63320_201607_1695,"Labor will use modern, best practice public processes like marine spatial planning involving stakeholders in a transparent way, to create and establish a more rational, adaptive and strategic use of marine space and the interactions between its uses.",,7
1696,1696,63320_201607_1696,Protecting penalty rates and your rights at work.,1,1
1697,1697,63320_201607_1697,Labor believes in weekend penalty rates.,,1
1698,1698,63320_201607_1698,This is a core Labor belief.,,1
1699,1699,63320_201607_1699,That is why Labor will fight to protect your penalty rates and your rights at work.,,3
1700,1700,63320_201607_1700,POSITIVE POLICY.,1,1
1701,1701,63320_201607_1701,Commonwealth Cleaning Services Guidelines.,1,1
1702,1702,63320_201607_1702,"A Shorten Labor Government will reinstate the Commonwealth Cleaning Services Guidelines, which were callously and heartlessly abolished by the Abbott-Turnbull Government.",,3
1703,1703,63320_201607_1703,The Guidelines will ensure better wages and conditions for cleaners working in Commonwealth buildings by requiring those companies who tender for Commonwealth cleaning contracts to pay cleaners modestly above the award wage.,,6
1704,1704,63320_201607_1704,"The decision to abolish the Guidelines is just one of a string of Abbott-Turnbull Government attacks on low paid workers, including delaying the rise in super from 9 to 12 per cent and slashing penalty rates.",,7
1705,1705,63320_201607_1705,"In view of the history of underpayment, exploitation and unsafe work practices in the cleaning industry, the former Labor Government identified this sector as requiring special attention to promote fairness, bargaining, freedom of association and other workplace rights.",1,1
1706,1706,63320_201607_1706,Our view has not changed.,1,1
1707,1707,63320_201607_1707,"Cleaners do a fantastic job, and they deserve respect and fair wages and conditions.",1,1
1708,1708,63320_201607_1708,They’ll get them under a Shorten Labor Government.,,3
1709,1709,63320_201607_1709,POSITIVE POLICY.,1,1
1710,1710,63320_201607_1710,Safeguarding Workers Rights.,1,1
1711,1711,63320_201607_1711,"Recent examples of clear and widespread worker exploitation at notable companies have been met by silence and inaction from the Turnbull Government, despite continuous calls from Labor to give more power and resources to the Fair Work Ombudsman.",1,1
1712,1712,63320_201607_1712,"In 2015 we saw too many instances of workers’ rights trampled, not just by fly-by-night operations, but by household names.",1,1
1713,1713,63320_201607_1713,"Employers who deliberately underpay their workers not only deny working and middle class Australians a fair day’s pay for a fair day’s work, they also undercut employers who are doing the right thing for their workforce.",1,1
1714,1714,63320_201607_1714,It’s a distortion of the market that drags everyone down.,1,1
1715,1715,63320_201607_1715,A Shorten Labor Government will stand up for working and middle class families.,,2
1716,1716,63320_201607_1716,"Labor will put people first, strengthening and protecting workers’ rights at work by: Cracking down on the underpayment of workers, with increased penalties for employers who deliberately and systemically avoid paying their employees properly;",,5
1717,1717,63320_201607_1717,Ramping up protections for workers from sham contracting;,,2
1718,1718,63320_201607_1718,Giving the Fair Work Ombudsman the powers and resources to pursue employers who liquidate their companies in order to avoid paying the money they owe their workers,,4
1719,1719,63320_201607_1719,Introducing reforms to ensure that temporary overseas workers are not being exploited and underpaid and that there is a level playing field for all workers in Australia.,,6
1720,1720,63320_201607_1720,Labor’s package of reforms builds on its strong record of protecting wages and conditions and cracking down on worker exploitation.,,6
1721,1721,63320_201607_1721,"That is because only Labor understands that fairness at work helps to drive a more productive, competitive and prosperous economy.",,4
1722,1722,63320_201607_1722,POSITIVE POLICY.,1,1
1723,1723,63320_201607_1723,Protect Weekend Penalty Rates.,1,1
1724,1724,63320_201607_1724,"Labor believes that penalty rates continue to be a fundamental part of a strong safety net for Australian workers, enabling those in low income and highly casualised industries to share in the nation’s economic prosperity.",1,1
1725,1725,63320_201607_1725,Labor understands that penalty rates are not a luxury; they are what pays the bills and puts food on the table for the 4.5 million Australians that rely on them.,1,1
1726,1726,63320_201607_1726,"Penalty rates are not only critical to the individuals and their families who rely on them; if you reduce the take home pay of low-paid workers, you reduce the amount they spend, which will negatively impact the economy as a whole.",1,1
1727,1727,63320_201607_1727,Hospitality workers are in the bottom 30 per cent of Australian income earners.,1,1
1728,1728,63320_201607_1728,"Along with hospitality and food services, retail has the largest proportion of low paid workers in Australia.",1,1
1729,1729,63320_201607_1729,Women make up a disproportionate share of workers in both the retail and hospitality sectors accounting for 55 per cent of all those employed.,1,1
1730,1730,63320_201607_1730,"Labor understands that for these workers weekend penalty rates are not a luxury, they are what pays the bills and puts food on the table.",1,1
1731,1731,63320_201607_1731,Labor supports workers' weekend penalty rates and will oppose Mr Turnbull's attempts to cut them.,,3
1732,1732,63320_201607_1732,The election of a Shorten Labor Government election will result in a stark change in the direction of the Australian Government regarding penalty rates.,,3
1733,1733,63320_201607_1733,"In Opposition, Labor has already taken the unprecedented step of making a submission to the FWC arguing that penalty rates must not be cut.",,3
1734,1734,63320_201607_1734,Labor’s submission is available here.,,1
1735,1735,63320_201607_1735,"Labor in Government will intervene in proceedings to make a further submission to the Fair Work Commission (FWC), in favour of retaining penalty rates.",,5
1736,1736,63320_201607_1736,The Commonwealth Government last made a submission in favour of penalty rates during the two-year review of modern awards – when Labor was in power.,,1
1737,1737,63320_201607_1737,"Labor also made changes to the Fair Work Act in 2013 to ensure that the Fair Work Commission took into account the need to provide additional remuneration for employees working outside normal hours, including weekends.",1,1
1738,1738,63320_201607_1738,"This is in sharp contrast with the Abbott-Turnbull Government which has made it clear penalty rates should be cut, through the Productivity Commission’s report.",1,1
1739,1739,63320_201607_1739,The difference between Labor and the Liberals couldn’t be more stark.,1,1
1740,1740,63320_201607_1740,"At a time when we are facing the slowest wages growth in 25 years, Labor supports workers' penalty rates and will oppose Mr Turnbull's attempts to cut them.",,3
1741,1741,63320_201607_1741,Only Labor will defend workers from attacks on penalty rates.,,3
1742,1742,63320_201607_1742,We will never stop fighting for penalty rates - before and after the decision.,,3
1743,1743,63320_201607_1743,POSITIVE POLICY.,1,1
1744,1744,63320_201607_1744,Better Union Governance.,1,1
1745,1745,63320_201607_1745,"The Australian union movement has been the driving force behind universal health care, superannuation, the eight hour day and the minimum wage among many other achievements.",1,1
1746,1746,63320_201607_1746,"Workers have fundamental democratic rights to representation in the workplace, to freedom of association, to collectively bargain, and to organise and be represented by their union.",1,1
1747,1747,63320_201607_1747,"For these reasons, Labor has zero tolerance for criminality or corruption in the union movement and has consistently argued that any criminal conduct in the union movement must be investigated by police and prosecuted in the Court.",,5
1748,1748,63320_201607_1748,Recent revelations of theft and the flagrant misuse of union members’ money by a small number of union officials requires a tough and effective response.,,3
1749,1749,63320_201607_1749,We must ensure such conduct is detected and acted upon at the earliest opportunity.,,2
1750,1750,63320_201607_1750,"As democratic institutions, unions must also be transparent in the conduct of their elections.",,3
1751,1751,63320_201607_1751,Indeed election fundraising must be more transparent across all institutions in the Australian polity.,,3
1752,1752,63320_201607_1752,Labor will introduce a series of reforms to ensure better union governance.,,3
1753,1753,63320_201607_1753,This includes: Labor will provide the General Manager of the Fair Work Commission with an additional $4.5 million over four years to monitor the 109 employer and employee organisations presently registered.,,7
1754,1754,63320_201607_1754,Labor will introduce tougher penalties for union officials who break the law.,,3
1755,1755,63320_201607_1755,"Labor will require registered organisations to rotate their auditors every 5 years, consistent with the requirements under the Corporations Act.",,6
1756,1756,63320_201607_1756,Labor will extend current electoral funding laws to donations and expenditure relating to all elections managed by the Australian Electoral Commission – whether they are union elections or the Federal election.,,3
1757,1757,63320_201607_1757,"Labor has long advocated for lower disclosure thresholds, and if elected will reduce the current disclosure threshold in the Commonwealth Electoral Act for election funding from $13,000 to $1,000.",,7
1758,1758,63320_201607_1758,POSITIVE POLICY.,1,1
1759,1759,63320_201607_1759,Protecting Rights At Work: Licensing Labour Hire.,1,1
1760,1760,63320_201607_1760,A Shorten Labor Government will protect the pay and conditions of vulnerable workers through a national licensing regime for the labour hire industry.,,3
1761,1761,63320_201607_1761,"From 1 July 2017, an elected Labor government will make it unlawful for labour hire companies to operate without a licence and for other firms to knowingly or recklessly use an unlicensed labour hire company.",,3
1762,1762,63320_201607_1762,"Breaches of these licensing laws will carry a penalty of $216,000 for individuals (1,200 penalty units) and $1.1million (6,000 penalty units) for a body corporate.",,7
1763,1763,63320_201607_1763,"Recent examples of wrongdoing by dodgy labour hire companies that engage in unscrupulous practices and rip off workers is tarnishing employers that do the right thing, and is undercutting wages and conditions.",,3
1764,1764,63320_201607_1764,"To help oversee the new licensing rules, Labor will establish a Labour Hire Licensing and Compliance Inspectorate within the Office of the Fair Work Ombudsman which will have the power to monitor compliance with the licensing regime, and will also keep a public register of all licensed labour hire companies.",,3
1765,1765,63320_201607_1765,Labor’s reforms build on our strong record of protecting wages and conditions.,,2
1766,1766,63320_201607_1766,"Only Labor understands that fairness at work helps to drive a more productive, competitive and prosperous economy.",,3
1767,1767,63320_201607_1767,The Abbott-Turnbull Government has done absolutely nothing to deal with the unscrupulous practices of labour hire companies.,1,1
1768,1768,63320_201607_1768,This is yet another area of public policy that Labor is taking the lead on.,1,1
1769,1769,63320_201607_1769,Only Labor can be trusted to stand up for the wages and conditions of workers.,1,1
1770,1770,63320_201607_1770,Budget repair that’s fair: a 10 year plan to strengthen the Australian economy,,5
1771,1771,63320_201607_1771,The problem with Mr Turnbull is he's soft on multinationals but hard on schools and hospitals.,1,1
1772,1772,63320_201607_1772,The budget is a matter of priorities -- and that’s why Labor will level the playing field for first home buyers and make multinationals pay their fair share.,,6
1773,1773,63320_201607_1773,POSITIVE POLICY.,1,1
1774,1774,63320_201607_1774,Making Multinationals Pay Their Fair Share of Tax.,1,1
1775,1775,63320_201607_1775,It is not fair that Australians work hard and pay tax while big multinationals get to play by different rules.,1,1
1776,1776,63320_201607_1776,The Australian Tax Office has revealed one in four big multinationals pay no tax at all in Australia – not one cent.,1,1
1777,1777,63320_201607_1777,It is not fair that Australian businesses are paying more tax in Australia than big multinationals.,1,1
1778,1778,63320_201607_1778,"Every tax dollar that gets sent offshore is a dollar that can’t be spent on things that matter here at home: like schools, hospitals and roads.",1,1
1779,1779,63320_201607_1779,"Labor will shut down loopholes which allow big multinational companies to send profits overseas, ensuring they pay their fair share of tax just like everyone else has to.",,3
1780,1780,63320_201607_1780,Our package includes: Changes to the arrangements for how multinational companies claim tax deductions,,3
1781,1781,63320_201607_1781,Greater compliance work by the ATO to track down and tackle corporate tax avoidance,,1
1782,1782,63320_201607_1782,Cracking down on multinational companies using hybrid structures to reduce tax,,3
1783,1783,63320_201607_1783,Improved transparency and data matching.,,1
1784,1784,63320_201607_1784,"Labor’s plan has been fully costed by the Parliamentary Budget Office, and will bring at least $7.2 billion back to Australia in tax from big multinationals over the next decade.",,7
1785,1785,63320_201607_1785,Our tax system shouldn’t get softer the higher it goes.,,1
1786,1786,63320_201607_1786,How much tax you pay shouldn’t be decided by how good a lawyer you have.,,1
1787,1787,63320_201607_1787,"Labor’s approach has been developed in consultation with multinational tax practitioners, academics, industry and costed by the independent Parliamentary Budget Office.",,3
1788,1788,63320_201607_1788,This approach also draws on the OECD’s global action plans for countering base erosion and profit shifting.,,1
1789,1789,63320_201607_1789,Tightening Australia’s tax net will not be easy – it is a complex and difficult task.,1,1
1790,1790,63320_201607_1790,But we need to act decisively to make sure big multinationals start paying their fair share of tax now.,,3
1791,1791,63320_201607_1791,POSITIVE POLICY.,1,1
1792,1792,63320_201607_1792,Helping Small Business Access Finance.,1,1
1793,1793,63320_201607_1793,"Australia has an unprecedented opportunity to transition from an economy based on resources, primary industries and domestically focused businesses to one based on high-growth, knowledge-intensive businesses that can compete globally.",1,1
1794,1794,63320_201607_1794,"Currently Australian micro-businesses either struggle to get a loan or may borrow via other means, such as residential mortgages, in the absence of cheaper, more appropriate financing alternatives.",1,1
1795,1795,63320_201607_1795,We want to help more Australians convert their great ideas into good businesses.,,3
1796,1796,63320_201607_1796,We will enable entrepreneurs to access the capital they need to start and grow their enterprises without them having to take risks on the family home.,,6
1797,1797,63320_201607_1797,"Labor will work with the banks and finance industry to develop StartUp Finance, a partial guarantee scheme which will improve access to finance for Australian micro-businesses.",,6
1798,1798,63320_201607_1798,"Under StartUp Finance, Labor will examine partially guaranteeing small loans from banks and finance institutions to give start-ups the affordable capital they need to get going with their business.",,3
1799,1799,63320_201607_1799,Australia is one of the only countries in the developed world without such a scheme in place.,1,1
1800,1800,63320_201607_1800,Labor will establish this scheme to back in the creativity and ingenuity of Australians and grow more good local jobs.,,3
1801,1801,63320_201607_1801,POSITIVE POLICY.,1,1
1802,1802,63320_201607_1802,Helping Small Businesses Incorporate.,1,1
1803,1803,63320_201607_1803,More sole traders will see the benefits of incorporating their businesses under Labor’s plan to give small businesses the benefits of incorporation – which lower tax rates and improves liability protection.,,6
1804,1804,63320_201607_1804,"Increasingly small businesses are moving towards becoming companies – allowing them to gain the legal protection of limited liability, promote asset protection, retain profits for working capital, succession planning and income distribution.",,3
1805,1805,63320_201607_1805,"But currently, small businesses owners, who are often time-poor and face cash-flow challenges, are confronted with a hugely daunting and highly complex system in order to make this happen.",1,1
1806,1806,63320_201607_1806,"Labor will help small businesses to incorporate without additional red tape. Incorporation helps promote asset protection, retaining profits for working capital, access to CGT discounts, succession planning and income distribution.",,6
1807,1807,63320_201607_1807,"Labor will improve Australia’s current complicated and expensive arrangements, with another stream of incorporation, one that provides a single, simplified structure, tailored for small business.",,6
1808,1808,63320_201607_1808,"As the Australian economy transitions, the role of our small businesses as drivers of economic growth and prosperity has never been more important.",1,1
1809,1809,63320_201607_1809,This is why Labor will work to help ease the burden on small businesses and allow them to grow and prosper.,,3
1810,1810,63320_201607_1810,POSITIVE POLICY.,1,1
1811,1811,63320_201607_1811,Lowering The Small Business Company Tax Rate.,1,1
1812,1812,63320_201607_1812,Small businesses make a huge contribution to national prosperity and supporting Australian jobs. Small businesses play a central role in the economy.,1,1
1813,1813,63320_201607_1813,"Over 2 million businesses – sole traders, partnerships, trusts and small employers – have helped underpin 25 years of economic growth.",1,1
1814,1814,63320_201607_1814,Labor stands for helping our small businesses succeed in a competitive global economy.,,3
1815,1815,63320_201607_1815,That’s why Labor has committed to a reduction in the small business company tax rate providing there is bi-partisan support from the coalition and that it is conducted in a fiscally responsible fashion.,,3
1816,1816,63320_201607_1816,Labor supported the cut in the company tax rate for small businesses to 28.5% and will support the further cut to 27.5% proposed in the 2016 Budget.,,1
1817,1817,63320_201607_1817,This will cover small businesses representing 83 per cent of Australian companies.,,3
1818,1818,63320_201607_1818,Billion dollar operations are not small businesses and so Labor will not proceed with the Government’s company tax to 25 per cent and plan to extend the small business threshold to $10 million and beyond.,,7
1819,1819,63320_201607_1819,"According to preliminary estimates from the independent Parliamentary Budget Office, this proposal will improve the Budget by $49 billion over the decade.",,5
1820,1820,63320_201607_1820,Labor did not support the Government’s abolition of Labor's original instant asset write-off in the 2014 Budget.,1,1
1821,1821,63320_201607_1821,Labor did support its restoration in the 2015 Budget.,1,1
1822,1822,63320_201607_1822,POSITIVE POLICY.,1,1
1823,1823,63320_201607_1823,Research and Development Investment Target.,1,1
1824,1824,63320_201607_1824,"Australians want to know where the new jobs are coming from, what their kids will do for a living and what the jobs of the next generation will be.",1,1
1825,1825,63320_201607_1825,"Nothing matters more to Labor than securing the jobs of the future: jobs that help Australians aim high, raise families and lift their standard of living.",,3
1826,1826,63320_201607_1826,The new jobs of the future require new skills.,1,1
1827,1827,63320_201607_1827,"Designing skills, coding skills – building, refining, adapting and servicing the machines and supply chains of a new age.",1,1
1828,1828,63320_201607_1828,"Three out of every four of the fastest growing occupations in Australia will require skills in science, technology, engineering and mathematics.",1,1
1829,1829,63320_201607_1829,"Not just researchers and programmers but technicians, electricians, plumbers and machine mechanics.",1,1
1830,1830,63320_201607_1830,"Yet right now, in our schools, TAFES and universities, there not enough people are acquiring these skills.",1,1
1831,1831,63320_201607_1831,Australia must get smarter – or we will get poorer.,1,1
1832,1832,63320_201607_1832,"Labor believes Australia can be the science, start-up and technology capital of our region: attracting the best minds, supporting great institutions and encouraging home our great expats.",,3
1833,1833,63320_201607_1833,That is why Bill Shorten has nominated the goal of seeing Australia devote 3 per cent of our GDP to research and development by the end of the next decade.,,5
1834,1834,63320_201607_1834,Labor wants more Australians making breakthroughs and adapting technology here at home.,,3
1835,1835,63320_201607_1835,"And more Australian businesses sharing in the benefits of that technology: in our warehouses, in our factories, in our farms and design firms.",,3
1836,1836,63320_201607_1836,"Devoting 3 per cent of GDP to research and development will help harness the power of science, technology, engineering and mathematics to prepare for the future.",,2
1837,1837,63320_201607_1837,"A future of knowledge and service industries and advanced manufacturing, a nation of ideas and a country that makes things here.",,4
1838,1838,63320_201607_1838,Our future prosperity depends on harnessing Australian ideas and defining a new global market for world-leading products.,,6
1839,1839,63320_201607_1839,POSITIVE POLICY.,1,1
1840,1840,63320_201607_1840,Backing In Startups and Innovative Companies.,1,1
1841,1841,63320_201607_1841,Labor believes our potential as a nation comes from the creativity and ingenuity of Australians.,1,1
1842,1842,63320_201607_1842,We know our future prosperity depends on harnessing Australian entrepreneurship and defining a new global market for world-leading Australian products.,1,1
1843,1843,63320_201607_1843,"Australia has an unprecedented opportunity to transition from an economy based on resources, primary industries and domestically focused businesses to one based on high-growth, knowledge-intensive businesses that can compete globally.",1,1
1844,1844,63320_201607_1844,"A Shorten Labor Government will work hand in hand with banks, the finance industry, venture capital and tens of thousands of Australian entrepreneurs to harness the smarts and skills of our people to drive economic growth and create the jobs of the future.",,6
1845,1845,63320_201607_1845,"The recent Startup Economy study undertaken by PwC and commissioned by Google Australia projected that, in the right conditions, high-growth technology companies could contribute 4 per cent of GDP (or $109 billion) and add 540,000 jobs to the Australian economy by 2033 from a base of approximately 0.2 per cent of GDP today.",1,1
1846,1846,63320_201607_1846,"To support this transition, Labor will create a new $500 million Smart Investment Fund to back-in great Australian ideas and help them compete on the world stage.",,7
1847,1847,63320_201607_1847,"The Smart Investment Fund will partner with venture capitalists and licensed fund managers to co-invest in early stage and high potential companies, providing a Commonwealth investment of up to 50 per cent of the start-up capital needed to help Australian companies commercialise their smart ideas and innovations.",,7
1848,1848,63320_201607_1848,"The Smart Investment Fund will open two rounds over five years, with the intention of making it a rolling program, to develop an ecosystem for ongoing innovation and jobs.",,5
1849,1849,63320_201607_1849,"In addition to providing a co-investment, businesses supported by the Smart Investment Fund will gain access to expert advice in commercialisation and access to international networks.",,3
1850,1850,63320_201607_1850,"The Smart Investment Fund will be based on the successful Innovation and Industry Funds, which were created by the Howard Government in 1998 and cut by the Abbott Government in last year’s Budget.",,4
1851,1851,63320_201607_1851,POSITIVE POLICY.,1,1
1852,1852,63320_201607_1852,Getting Startups Capital - Angel Investment Schemes & Reforming ESVCLPs.,1,1
1853,1853,63320_201607_1853,Labor will help supercharge the formation of startups in Australia by delivering tax relief for angel investors through a new Australian Angel Investment Scheme and through changes to the existing Early Stage Venture Capital Limited Partnerships.,,1
1854,1854,63320_201607_1854,Australian Angel Investment Scheme.,1,1
1855,1855,63320_201607_1855,"The Australian Angel Investment Scheme, based on the UK SEIS, aims to attract greater private financing support for startups in the early stage of their development.",,4
1856,1856,63320_201607_1856,It will reward individual support for the nation’s early stage innovation effort via modest tax relief to investors who purchase an equity stake in those businesses.,,6
1857,1857,63320_201607_1857,The benefits of targeting significant tax relief to very early stage startups (as opposed to more well established businesses in latter stages of development) is that these they have the most trouble getting access to finance because its where the largest market barriers exist.,,1
1858,1858,63320_201607_1858,"Once early stage startups have proven concepts and get on their feet, they are in a better position to then seek out other avenues of finance, such as venture capital and crowd-source funding.",,4
1859,1859,63320_201607_1859,"The Australian Angel Investment Scheme will have the following characteristics: An upfront 50 per cent tax deduction for an investment up to a maximum of $200,000 per year",,7
1860,1860,63320_201607_1860,"Investors can ‘carry back’ tax relief if they don’t reach the maximum $200,000 cap in any particular year.",,2
1861,1861,63320_201607_1861,Full capital gains tax exemption for equity held in the startup venture for more than three years.,,1
1862,1862,63320_201607_1862,Any realised losses following investment in the scheme can be deducted against wage and salary income.,,6
1863,1863,63320_201607_1863,Deferral of capital gains tax on investments if the investor directs a prior capital gain into a new startup venture.,,1
1864,1864,63320_201607_1864,Startups supported under the scheme would have the following characteristics: Maximum of 25 employees;,,7
1865,1865,63320_201607_1865,"Maximum $400,000 in assets; and",,1
1866,1866,63320_201607_1866,"Maximum raised under the scheme is $300,000 per year.",,1
1867,1867,63320_201607_1867,Businesses accessing this support must have a permanent presence in Australia and must meet certain rules and eligibility requirements.,,1
1868,1868,63320_201607_1868,Labor will review the program following implementation to ensure it is appropriately calibrated and attracts smart angel investors that can take startup businesses through future stages of development.,,4
1869,1869,63320_201607_1869,Early Stage Venture Capital Limited Partnerships.,1,1
1870,1870,63320_201607_1870,Venture capital funds of between $10 million and $100 million invested in Australian businesses are entitled to preferential tax treatment through the ESVCLP program.,,7
1871,1871,63320_201607_1871,ESVCLP entitles a fund to flow-through tax treatment and its investors receive a complete tax exemption on their share of the fund's income (both revenue and capital).,,1
1872,1872,63320_201607_1872,Labor will lower the minimum level of investment required for entry into the ESVCLP program from $10 million to $5 million to facilitate increased funding from angel investors.,,7
1873,1873,63320_201607_1873,"Labor will also make sensible changes to streamline and update the requirements of the ESVCLP program, including implementing measures that were proposed by Labor in 2013, in response to a Board of Taxation Review, but abandoned by the Abbott-Turnbull Government.",,6
