,oid,Id,sentence,Flag,Context,labels
294,294,63620_199003_294,- interim tariff protection of 10 percent to 15 percent would be provided to help shipping companies to adjust to the abolition of cabotage.,,"Our coastal shipping strategy has several elements:  - negotiate with New Zealand to open trans-Tasman shipping to foreign vessels plying the route on longer journey. - phase out cabotage over five years, initially through more lenient granting of single voyage permits.",5
295,295,63620_199003_295,"and  - repeal of all economic sections of the Navigation Act, including regulation of  minimum manning levels.",,"- phase out cabotage over five years, initially through more lenient granting of single voyage permits. - interim tariff protection of 10 percent to 15 percent would be provided to help shipping companies to adjust to the abolition of cabotage.",6
296,296,63620_199003_296,Roads.,1.0,"- interim tariff protection of 10 percent to 15 percent would be provided to help shipping companies to adjust to the abolition of cabotage. and  - repeal of all economic sections of the Navigation Act, including regulation of  minimum manning levels.",1
297,297,63620_199003_297,"Under Labor the level of road funding has declined by 30 per cent in real terms, despite huge increases in the revenue gained through fuel excise.",1.0,"and  - repeal of all economic sections of the Navigation Act, including regulation of  minimum manning levels. Roads.",1
298,298,63620_199003_298,In our first year of government we will increase funding by an amount equivalent to one cent per liter of excise duties.,,"Roads. Under Labor the level of road funding has declined by 30 per cent in real terms, despite huge increases in the revenue gained through fuel excise.",1
299,299,63620_199003_299,"In addition, we will increase road funding by the equivalent of a further one half of one cent per liter of excise in the second year and a further one half of one cent per liter in the third year so that, by the end of our first term, funding will have been increased by the equivalent of two cents per liter of excise duties per year.",,"Under Labor the level of road funding has declined by 30 per cent in real terms, despite huge increases in the revenue gained through fuel excise. In our first year of government we will increase funding by an amount equivalent to one cent per liter of excise duties.",1
300,300,63620_199003_300,This amounts to an addition of over $ 1000 million in road spending during our first term.,,"In our first year of government we will increase funding by an amount equivalent to one cent per liter of excise duties. In addition, we will increase road funding by the equivalent of a further one half of one cent per liter of excise in the second year and a further one half of one cent per liter in the third year so that, by the end of our first term, funding will have been increased by the equivalent of two cents per liter of excise duties per year.",7
301,301,63620_199003_301,"One of our first priorities will be the implementation of a major upgrading program for the Pacific Highway, to be completed by the year 2000.",,"In addition, we will increase road funding by the equivalent of a further one half of one cent per liter of excise in the second year and a further one half of one cent per liter in the third year so that, by the end of our first term, funding will have been increased by the equivalent of two cents per liter of excise duties per year. This amounts to an addition of over $ 1000 million in road spending during our first term.",1
302,302,63620_199003_302,As with this project other spending priorities for road funding will be determined after consultation with State and local governments.,,"This amounts to an addition of over $ 1000 million in road spending during our first term. One of our first priorities will be the implementation of a major upgrading program for the Pacific Highway, to be completed by the year 2000.",1
303,303,63620_199003_303,"A more competitive transport sector will raise national productivity, and encourage exports.",,"One of our first priorities will be the implementation of a major upgrading program for the Pacific Highway, to be completed by the year 2000. As with this project other spending priorities for road funding will be determined after consultation with State and local governments.",1
304,304,63620_199003_304,Increased use of Rail Freight.,,"As with this project other spending priorities for road funding will be determined after consultation with State and local governments. A more competitive transport sector will raise national productivity, and encourage exports.",1
305,305,63620_199003_305,Private enterprise has expressed an interest in greater access to the rail network.,,"A more competitive transport sector will raise national productivity, and encourage exports. Increased use of Rail Freight.",1
306,306,63620_199003_306,"The scheme would involve giving access to permanent ways, under negotiated terms, to private enterprise for it to operate its own or leased rolling stock on existing railway lines.",,Increased use of Rail Freight. Private enterprise has expressed an interest in greater access to the rail network.,1
307,307,63620_199003_307,The Federal Governments can exert a leadership role through the Australian Transport Advisory Council in order to encourage the States to enter negotiations for private sector use of railway lines.,,"Private enterprise has expressed an interest in greater access to the rail network. The scheme would involve giving access to permanent ways, under negotiated terms, to private enterprise for it to operate its own or leased rolling stock on existing railway lines.",1
308,308,63620_199003_308,Heavy vehicle freight is expected to increase by 60 per cent during the next decade which will more than double wear and tear on existing roads.,,"The scheme would involve giving access to permanent ways, under negotiated terms, to private enterprise for it to operate its own or leased rolling stock on existing railway lines. The Federal Governments can exert a leadership role through the Australian Transport Advisory Council in order to encourage the States to enter negotiations for private sector use of railway lines.",5
309,309,63620_199003_309,"This proposal will direct freight away from the road system, thereby easing pressures on the road network.",,The Federal Governments can exert a leadership role through the Australian Transport Advisory Council in order to encourage the States to enter negotiations for private sector use of railway lines. Heavy vehicle freight is expected to increase by 60 per cent during the next decade which will more than double wear and tear on existing roads.,1
310,310,63620_199003_310,PRIMARY INDUSTRY.,1.0,"Heavy vehicle freight is expected to increase by 60 per cent during the next decade which will more than double wear and tear on existing roads. This proposal will direct freight away from the road system, thereby easing pressures on the road network.",1
311,311,63620_199003_311,"Primary industry, including forestry and fisheries, provides 50 per cent of Australia's net export income.",,"This proposal will direct freight away from the road system, thereby easing pressures on the road network. PRIMARY INDUSTRY.",5
312,312,63620_199003_312,Australia's rural industries are entering a period of growth and diversification.,,"PRIMARY INDUSTRY. Primary industry, including forestry and fisheries, provides 50 per cent of Australia's net export income.",1
313,313,63620_199003_313,"The application of new technology can, in a suitable economic environment, bring about a substantial increase in the export of value added farm products and import replacement.",,"Primary industry, including forestry and fisheries, provides 50 per cent of Australia's net export income. Australia's rural industries are entering a period of growth and diversification.",1
314,314,63620_199003_314,The objectives of our rural policy are to ensure that this optimistic forecast for primary industry achieved.,,"Australia's rural industries are entering a period of growth and diversification. The application of new technology can, in a suitable economic environment, bring about a substantial increase in the export of value added farm products and import replacement.",1
315,315,63620_199003_315,Primary industry today is often affected more by general macro-economic policy than those policies which are industry specific.,,"The application of new technology can, in a suitable economic environment, bring about a substantial increase in the export of value added farm products and import replacement. The objectives of our rural policy are to ensure that this optimistic forecast for primary industry achieved.",1
316,316,63620_199003_316,Therefore the general policy initiatives of a Coalition Government have a beneficial impact on the Industry.,,The objectives of our rural policy are to ensure that this optimistic forecast for primary industry achieved. Primary industry today is often affected more by general macro-economic policy than those policies which are industry specific.,1
317,317,63620_199003_317,They include:  - Tariff reform which reduces agricultural input costs.,,Primary industry today is often affected more by general macro-economic policy than those policies which are industry specific. Therefore the general policy initiatives of a Coalition Government have a beneficial impact on the Industry.,1
318,318,63620_199003_318,#NAME?,,Therefore the general policy initiatives of a Coalition Government have a beneficial impact on the Industry. They include:  - Tariff reform which reduces agricultural input costs.,1
319,319,63620_199003_319,Trade policies that are directed at increased access to markets for Australian primary produce.,,They include:  - Tariff reform which reduces agricultural input costs. - Improved transport and waterfront efficiency.,1
320,320,63620_199003_320,#NAME?,,#NAME?,1
321,321,63620_199003_321,- Support for primary industry research and development projects in order to maintain Australia's leading role in agricultural technology and productivity.,,Trade policies that are directed at increased access to markets for Australian primary produce. - Structural adjustment that allows primary industry to positively react to market forces.,1
322,322,63620_199003_322,#NAME?,,- Structural adjustment that allows primary industry to positively react to market forces. - Support for primary industry research and development projects in order to maintain Australia's leading role in agricultural technology and productivity.,1
323,323,63620_199003_323,"However, several specific measures will also assist the industry:  - Removal of tariffs on imported agricultural machinery and spare parts where they are not made in Australia.",,- Support for primary industry research and development projects in order to maintain Australia's leading role in agricultural technology and productivity. - Measures that provide income stability to agriculture.,1
324,324,63620_199003_324,#NAME?,,"- Measures that provide income stability to agriculture. However, several specific measures will also assist the industry:  - Removal of tariffs on imported agricultural machinery and spare parts where they are not made in Australia.",6
325,325,63620_199003_325,#NAME?,,"However, several specific measures will also assist the industry:  - Removal of tariffs on imported agricultural machinery and spare parts where they are not made in Australia. - A credible and predictable commitment to wool promotion.",1
326,326,63620_199003_326,#NAME?,,#NAME?,1
327,327,63620_199003_327,#NAME?,,#NAME?,4
328,328,63620_199003_328,#NAME?,,#NAME?,6
329,329,63620_199003_329,- Reduction of agricultural export inspection charges to a maximum of 50 per cent of the total cost of the service.,,#NAME?,5
330,330,63620_199003_330,"- Adjustments to Labor's assets tests for farm family retirement, for Austudy and for the Isolated Children's Scheme.",,- Provision of A tax write off in the year of expenditure for farm business electricity connection. - Reduction of agricultural export inspection charges to a maximum of 50 per cent of the total cost of the service.,1
331,331,63620_199003_331,TOURISM.,1.0,"- Reduction of agricultural export inspection charges to a maximum of 50 per cent of the total cost of the service. - Adjustments to Labor's assets tests for farm family retirement, for Austudy and for the Isolated Children's Scheme.",1
332,332,63620_199003_332,"The pilots' dispute, exacerbated by thy intervention of the Hawke Government, is one of the worst industrial disputes in Australia's history.",,"- Adjustments to Labor's assets tests for farm family retirement, for Austudy and for the Isolated Children's Scheme. TOURISM.",1
333,333,63620_199003_333,"It has cost 22,500 jobs in the tourist industry and over $650 million in direct losses.",,"TOURISM. The pilots' dispute, exacerbated by thy intervention of the Hawke Government, is one of the worst industrial disputes in Australia's history.",5
334,334,63620_199003_334,Our Tourism Action Plan is a comprehensive plan of action designed to permit Australia's tourist industry to reach its full potential as a major export earner and employer with initiatives that will substantially decrease the cost of air transport and tourism packages in particular.,,"The pilots' dispute, exacerbated by thy intervention of the Hawke Government, is one of the worst industrial disputes in Australia's history. It has cost 22,500 jobs in the tourist industry and over $650 million in direct losses.",1
335,335,63620_199003_335,The key elements of the Plan are :  - Maintenance of the Tourism Recovery program.,,"It has cost 22,500 jobs in the tourist industry and over $650 million in direct losses. Our Tourism Action Plan is a comprehensive plan of action designed to permit Australia's tourist industry to reach its full potential as a major export earner and employer with initiatives that will substantially decrease the cost of air transport and tourism packages in particular.",1
336,336,63620_199003_336,#NAME?,,Our Tourism Action Plan is a comprehensive plan of action designed to permit Australia's tourist industry to reach its full potential as a major export earner and employer with initiatives that will substantially decrease the cost of air transport and tourism packages in particular. The key elements of the Plan are :  - Maintenance of the Tourism Recovery program.,1
337,337,63620_199003_337,#NAME?,,The key elements of the Plan are :  - Maintenance of the Tourism Recovery program. - Opening up the skies by freeing up of the air rights regime to allow international airlines easier access to Australia.,1
338,338,63620_199003_338,#NAME?,,#NAME?,1
339,339,63620_199003_339,- Priority upgrading of Sydney's Kingsford Smith Airport.,,#NAME?,1
340,340,63620_199003_340,#NAME?,,- Allowing QANTAS to continue interlining the traffic of other carriers. - Priority upgrading of Sydney's Kingsford Smith Airport.,1
341,341,63620_199003_341,#NAME?,,- Priority upgrading of Sydney's Kingsford Smith Airport. - Active encouragement to charter operators from overseas to begin new services.,1
342,342,63620_199003_342,- A review of the sales tax regulations so that Australia can become a more attractive 'shopping' destination for international tourists.,,#NAME?,1
343,343,63620_199003_343,And  - Privatization of QANTAS and Australian Airlines.,,- A more focussed role for the Australian Tourist Commission. - A review of the sales tax regulations so that Australia can become a more attractive 'shopping' destination for international tourists.,1
344,344,63620_199003_344,IMMIGRATION.,1.0,- A review of the sales tax regulations so that Australia can become a more attractive 'shopping' destination for international tourists. And  - Privatization of QANTAS and Australian Airlines.,1
345,345,63620_199003_345,Australia's national interest requires an immigration intake attuned to our economic needs.,,And  - Privatization of QANTAS and Australian Airlines. IMMIGRATION.,1
346,346,63620_199003_346,"A Coalition Government will select people for immigration to Australia as individuals, regardless of race, religion or origin.",,IMMIGRATION. Australia's national interest requires an immigration intake attuned to our economic needs.,1
347,347,63620_199003_347,In choosing additional migrants we will place a premium on migrants who are able to make a direct and immediate contribution to Australian society.,,"Australia's national interest requires an immigration intake attuned to our economic needs. A Coalition Government will select people for immigration to Australia as individuals, regardless of race, religion or origin.",1
348,348,63620_199003_348,"We will increase Australia's migrant intake by approving migrants who are younger and who are skilled, knowledgeable, educated and employable.",,"A Coalition Government will select people for immigration to Australia as individuals, regardless of race, religion or origin. In choosing additional migrants we will place a premium on migrants who are able to make a direct and immediate contribution to Australian society.",1
349,349,63620_199003_349,Particular emphasis will be given to expanding the number of migrants with financial resources and entrepreneurial skills.,,"In choosing additional migrants we will place a premium on migrants who are able to make a direct and immediate contribution to Australian society. We will increase Australia's migrant intake by approving migrants who are younger and who are skilled, knowledgeable, educated and employable.",1
350,350,63620_199003_350,This approach will not end the admission of migrants under the Family Reunion category.,,"We will increase Australia's migrant intake by approving migrants who are younger and who are skilled, knowledgeable, educated and employable. Particular emphasis will be given to expanding the number of migrants with financial resources and entrepreneurial skills.",1
351,351,63620_199003_351,Rather it will adjust the proportions within a larger total migrant intake toward a greater number of migrants with skills and entrepreneurial capacities.,,Particular emphasis will be given to expanding the number of migrants with financial resources and entrepreneurial skills. This approach will not end the admission of migrants under the Family Reunion category.,1
352,352,63620_199003_352,A Coalition Government will also continue to fulfil Australia's international obligations to provide for the resettlement of refugees.,,This approach will not end the admission of migrants under the Family Reunion category. Rather it will adjust the proportions within a larger total migrant intake toward a greater number of migrants with skills and entrepreneurial capacities.,1
353,353,63620_199003_353,A sound immigration program has lasting benefits for Australia and should not be subjected to unpredictable changes.,,Rather it will adjust the proportions within a larger total migrant intake toward a greater number of migrants with skills and entrepreneurial capacities. A Coalition Government will also continue to fulfil Australia's international obligations to provide for the resettlement of refugees.,1
354,354,63620_199003_354,We will introduce a five year rolling program for immigration commencing in our first year of office.,,A Coalition Government will also continue to fulfil Australia's international obligations to provide for the resettlement of refugees. A sound immigration program has lasting benefits for Australia and should not be subjected to unpredictable changes.,6
355,355,63620_199003_355,A FAIRER AUSTRALIA.,1.0,A sound immigration program has lasting benefits for Australia and should not be subjected to unpredictable changes. We will introduce a five year rolling program for immigration commencing in our first year of office.,1
356,356,63620_199003_356,"In a democracy, a government must govern for all.",,We will introduce a five year rolling program for immigration commencing in our first year of office. A FAIRER AUSTRALIA.,6
357,357,63620_199003_357,The Labor government has adopted the pattern of making policy according to short-term political pressures and political bargains with interest groups.,1.0,"A FAIRER AUSTRALIA. In a democracy, a government must govern for all.",1
358,358,63620_199003_358,It governs not for the many but for the few.,,"In a democracy, a government must govern for all. The Labor government has adopted the pattern of making policy according to short-term political pressures and political bargains with interest groups.",1
359,359,63620_199003_359,"We will govern not for special interests, but for the public interest.",,The Labor government has adopted the pattern of making policy according to short-term political pressures and political bargains with interest groups. It governs not for the many but for the few.,6
360,360,63620_199003_360,UNEMPLOYMENT BENEFITS.,1.0,"It governs not for the many but for the few. We will govern not for special interests, but for the public interest.",1
361,361,63620_199003_361,We are committed to a reduction in taxes for working Australians and a limit on the time for which unemployment benefits are paid.,,"We will govern not for special interests, but for the public interest. UNEMPLOYMENT BENEFITS.",6
362,362,63620_199003_362,"This will provide a structure of incentives, which will encourage people to find jobs.",,UNEMPLOYMENT BENEFITS. We are committed to a reduction in taxes for working Australians and a limit on the time for which unemployment benefits are paid.,1
363,363,63620_199003_363,"We will provide unemployment benefits for a limit of nine months, which is a reasonable period to assist those who are seeking work.",,"We are committed to a reduction in taxes for working Australians and a limit on the time for which unemployment benefits are paid. This will provide a structure of incentives, which will encourage people to find jobs.",6
364,364,63620_199003_364,People who remain unemployed beyond the nine month period in which they have received unemployment benefits and who are not capable of providing for themselves and/or their family will be eligible to apply for Special Benefits subject to the more rigorous testing which applies to the provision of these benefits.,,"This will provide a structure of incentives, which will encourage people to find jobs. We will provide unemployment benefits for a limit of nine months, which is a reasonable period to assist those who are seeking work.",1
365,365,63620_199003_365,"Unemployed people under eighteen, and school and tertiary leavers over eighteen with no dependants, will be entitled to the Job Search Allowance rather than unemployment benefits.",,"We will provide unemployment benefits for a limit of nine months, which is a reasonable period to assist those who are seeking work. People who remain unemployed beyond the nine month period in which they have received unemployment benefits and who are not capable of providing for themselves and/or their family will be eligible to apply for Special Benefits subject to the more rigorous testing which applies to the provision of these benefits.",1
366,366,63620_199003_366,These reforms mean that unemployment benefits will not constitute a permanent alternative to work.,,"People who remain unemployed beyond the nine month period in which they have received unemployment benefits and who are not capable of providing for themselves and/or their family will be eligible to apply for Special Benefits subject to the more rigorous testing which applies to the provision of these benefits. Unemployed people under eighteen, and school and tertiary leavers over eighteen with no dependants, will be entitled to the Job Search Allowance rather than unemployment benefits.",1
367,367,63620_199003_367,They will prevent people from sliding into a pattern of permanent dependence.,,"Unemployed people under eighteen, and school and tertiary leavers over eighteen with no dependants, will be entitled to the Job Search Allowance rather than unemployment benefits. These reforms mean that unemployment benefits will not constitute a permanent alternative to work.",1
368,368,63620_199003_368,"At the same time, we intend to reform the national employment and training effort to make it more coherent and flexible.",,These reforms mean that unemployment benefits will not constitute a permanent alternative to work. They will prevent people from sliding into a pattern of permanent dependence.,1
369,369,63620_199003_369,Several schemes will be eliminated and others targeted more effectively.,,"They will prevent people from sliding into a pattern of permanent dependence. At the same time, we intend to reform the national employment and training effort to make it more coherent and flexible.",6
370,370,63620_199003_370,Increased emphasis will be placed on skills training strategies and restructuring and there will be less emphasis on job creation and job subsidy schemes.,,"At the same time, we intend to reform the national employment and training effort to make it more coherent and flexible. Several schemes will be eliminated and others targeted more effectively.",1
371,371,63620_199003_371,RAISING EDUCATIONAL STANDARDS.,1.0,Several schemes will be eliminated and others targeted more effectively. Increased emphasis will be placed on skills training strategies and restructuring and there will be less emphasis on job creation and job subsidy schemes.,1
372,372,63620_199003_372,"Unlike the Labor Government, we have a non-discriminatory approach to education.",,Increased emphasis will be placed on skills training strategies and restructuring and there will be less emphasis on job creation and job subsidy schemes. RAISING EDUCATIONAL STANDARDS.,1
373,373,63620_199003_373,We are committed to better education for all Australians.,,"RAISING EDUCATIONAL STANDARDS. Unlike the Labor Government, we have a non-discriminatory approach to education.",6
374,374,63620_199003_374,Schools.,1.0,"Unlike the Labor Government, we have a non-discriminatory approach to education. We are committed to better education for all Australians.",1
375,375,63620_199003_375,"While recognizing that primary responsibility for schools resides with the States, we see a need for higher standards, greater parental choice and increased local accountability.",,We are committed to better education for all Australians. Schools.,1
376,376,63620_199003_376,"Working in consultation with State government's and non-government school authorities we will establish a National Standards Monitoring program 506 to provide an objective measurement of teacher training, school curricula, testing methods, and student performance.",,"Schools. While recognizing that primary responsibility for schools resides with the States, we see a need for higher standards, greater parental choice and increased local accountability.",1
377,377,63620_199003_377,Funding.,1.0,"While recognizing that primary responsibility for schools resides with the States, we see a need for higher standards, greater parental choice and increased local accountability. Working in consultation with State government's and non-government school authorities we will establish a National Standards Monitoring program 506 to provide an objective measurement of teacher training, school curricula, testing methods, and student performance.",1
378,378,63620_199003_378,Our funding policy emphasizes choice and equity.,,"Working in consultation with State government's and non-government school authorities we will establish a National Standards Monitoring program 506 to provide an objective measurement of teacher training, school curricula, testing methods, and student performance. Funding.",1
379,379,63620_199003_379,We recognize the right of every Australian child to a reasonable measure of Commonwealth support for education.,1.0,Funding. Our funding policy emphasizes choice and equity.,1
380,380,63620_199003_380,"In the case of government schools, the Commonwealth's full direct and indirect contribution so to the 100 per cent funding of each primary and secondary student at a government school will continue to be paid directly to State governments.",,Our funding policy emphasizes choice and equity. We recognize the right of every Australian child to a reasonable measure of Commonwealth support for education.,1
381,381,63620_199003_381,The total Commonwealth grant money will be determined in respect of every child enrolled at a Government primary or secondary school.,,"We recognize the right of every Australian child to a reasonable measure of Commonwealth support for education. In the case of government schools, the Commonwealth's full direct and indirect contribution so to the 100 per cent funding of each primary and secondary student at a government school will continue to be paid directly to State governments.",1
382,382,63620_199003_382,For non-government schools and Systems we will introduce a simpler and more equitable funding regime incorporating a basic per capita grant with additional needs-based funding.,,"In the case of government schools, the Commonwealth's full direct and indirect contribution so to the 100 per cent funding of each primary and secondary student at a government school will continue to be paid directly to State governments. The total Commonwealth grant money will be determined in respect of every child enrolled at a Government primary or secondary school.",1
383,383,63620_199003_383,"We guarantee that during the implementation of this new funding mechanism for non-government schools, no school or school system will receive less per capita funding than it would have received under Labor's recently announced policy.",,The total Commonwealth grant money will be determined in respect of every child enrolled at a Government primary or secondary school. For non-government schools and Systems we will introduce a simpler and more equitable funding regime incorporating a basic per capita grant with additional needs-based funding.,1
384,384,63620_199003_384,We will also provide an additional $10 million per annum for building projects over a three year period starting in 1991.,,"For non-government schools and Systems we will introduce a simpler and more equitable funding regime incorporating a basic per capita grant with additional needs-based funding. We guarantee that during the implementation of this new funding mechanism for non-government schools, no school or school system will receive less per capita funding than it would have received under Labor's recently announced policy.",7
385,385,63620_199003_385,Higher Education.,1.0,"We guarantee that during the implementation of this new funding mechanism for non-government schools, no school or school system will receive less per capita funding than it would have received under Labor's recently announced policy. We will also provide an additional $10 million per annum for building projects over a three year period starting in 1991.",1
386,386,63620_199003_386,"In higher education, we will dismantle the centralized bureaucracy of Labor's Unified National System and withdraw the arbitrary requirements for the amalgamation of institutions.",,We will also provide an additional $10 million per annum for building projects over a three year period starting in 1991. Higher Education.,1
387,387,63620_199003_387,Our aim is to restore the autonomy and integrity of Australia's higher education institutions.,,"Higher Education. In higher education, we will dismantle the centralized bureaucracy of Labor's Unified National System and withdraw the arbitrary requirements for the amalgamation of institutions.",1
388,388,63620_199003_388,"We will abolish Labor's $1800 (indexed) graduate tax, replacing it with a $ 1200 annual tuition charge, backed by government guaranteed loan arrangements.",,"In higher education, we will dismantle the centralized bureaucracy of Labor's Unified National System and withdraw the arbitrary requirements for the amalgamation of institutions. Our aim is to restore the autonomy and integrity of Australia's higher education institutions.",7
389,389,63620_199003_389,Institutions will be allocated scholarships exempting one in four students from the tuition charge.,,"Our aim is to restore the autonomy and integrity of Australia's higher education institutions. We will abolish Labor's $1800 (indexed) graduate tax, replacing it with a $ 1200 annual tuition charge, backed by government guaranteed loan arrangements.",6
390,390,63620_199003_390,"These scholarships will be awarded on the basis of merit and/or need, at the institution's choice.",,"We will abolish Labor's $1800 (indexed) graduate tax, replacing it with a $ 1200 annual tuition charge, backed by government guaranteed loan arrangements. Institutions will be allocated scholarships exempting one in four students from the tuition charge.",1
391,391,63620_199003_391,"In other words, at least 85,000 students each year will have free higher education.",,"Institutions will be allocated scholarships exempting one in four students from the tuition charge. These scholarships will be awarded on the basis of merit and/or need, at the institution's choice.",5
392,392,63620_199003_392,A FAIR GO FOR WOMEN.,1.0,"These scholarships will be awarded on the basis of merit and/or need, at the institution's choice. In other words, at least 85,000 students each year will have free higher education.",1
393,393,63620_199003_393,"Under Labor, real choice for women - in employment, life-style, and family opportunities - has been reduced.",,"In other words, at least 85,000 students each year will have free higher education. A FAIR GO FOR WOMEN.",1
394,394,63620_199003_394,We intend to decisively reverse this trend.,,"A FAIR GO FOR WOMEN. Under Labor, real choice for women - in employment, life-style, and family opportunities - has been reduced.",1
395,395,63620_199003_395,Women will benefit from the greater flexibility of working conditions afforded through voluntary agreements between employers and employees.,,"Under Labor, real choice for women - in employment, life-style, and family opportunities - has been reduced. We intend to decisively reverse this trend.",1
396,396,63620_199003_396,More flexible hours and pay will be a major advantage for those who have to cope with both work and family commitments.,,We intend to decisively reverse this trend. Women will benefit from the greater flexibility of working conditions afforded through voluntary agreements between employers and employees.,1
397,397,63620_199003_397,"We recognize that many women, because their employment patterns are interrupted by family responsibilities, do not have access to superannuation schemes.",,Women will benefit from the greater flexibility of working conditions afforded through voluntary agreements between employers and employees. More flexible hours and pay will be a major advantage for those who have to cope with both work and family commitments.,1
398,398,63620_199003_398,The introduction of Retirement Savings Accounts will encourage and enable women to plan for a secure financial future.,,"More flexible hours and pay will be a major advantage for those who have to cope with both work and family commitments. We recognize that many women, because their employment patterns are interrupted by family responsibilities, do not have access to superannuation schemes.",1
399,399,63620_199003_399,To help married women continue their contributions while out of the workforce their spouse will be entitled to tax deductions for contributions made to the account on their behalf.,,"We recognize that many women, because their employment patterns are interrupted by family responsibilities, do not have access to superannuation schemes. The introduction of Retirement Savings Accounts will encourage and enable women to plan for a secure financial future.",1
400,400,63620_199003_400,The Coalition Government will act immediately on an area of major concern to women in Australia - breast cancer.,,The introduction of Retirement Savings Accounts will encourage and enable women to plan for a secure financial future. To help married women continue their contributions while out of the workforce their spouse will be entitled to tax deductions for contributions made to the account on their behalf.,1
401,401,63620_199003_401,Nearly 2500 women die each year from breast cancer and it is estimated that at least one third of these tragedies could have been prevented by early detection.,,To help married women continue their contributions while out of the workforce their spouse will be entitled to tax deductions for contributions made to the account on their behalf. The Coalition Government will act immediately on an area of major concern to women in Australia - breast cancer.,1
402,402,63620_199003_402,We will increase the number of screening units so that more women have easier access to effective screening at a cost of $10 million in the first year.,,The Coalition Government will act immediately on an area of major concern to women in Australia - breast cancer. Nearly 2500 women die each year from breast cancer and it is estimated that at least one third of these tragedies could have been prevented by early detection.,6
403,403,63620_199003_403,SECURITY IN RETIREMENT.,1.0,Nearly 2500 women die each year from breast cancer and it is estimated that at least one third of these tragedies could have been prevented by early detection. We will increase the number of screening units so that more women have easier access to effective screening at a cost of $10 million in the first year.,1
404,404,63620_199003_404,Our policies for the Aged have two primary objectives:  (i) To ensure that pensioners are able in live in dignity and financial security.,,We will increase the number of screening units so that more women have easier access to effective screening at a cost of $10 million in the first year. SECURITY IN RETIREMENT.,1
405,405,63620_199003_405,"(ii) To encourage ail Australians, through a range of initiatives and tax incentives, to properly plan for and improve their life-style in retirement.",,SECURITY IN RETIREMENT. Our policies for the Aged have two primary objectives:  (i) To ensure that pensioners are able in live in dignity and financial security.,1
406,406,63620_199003_406,"Our aim is to see that older Australians receive a fair go, and are accorded the respect they deserve.",,"Our policies for the Aged have two primary objectives:  (i) To ensure that pensioners are able in live in dignity and financial security. (ii) To encourage ail Australians, through a range of initiatives and tax incentives, to properly plan for and improve their life-style in retirement.",1
407,407,63620_199003_407,Our focus is on increasing their opportunities and choices.,,"(ii) To encourage ail Australians, through a range of initiatives and tax incentives, to properly plan for and improve their life-style in retirement. Our aim is to see that older Australians receive a fair go, and are accorded the respect they deserve.",1
408,408,63620_199003_408,Labor has constantly eroded the security of the elderly.,,"Our aim is to see that older Australians receive a fair go, and are accorded the respect they deserve. Our focus is on increasing their opportunities and choices.",1
409,409,63620_199003_409,Its policies have been confused and inconsistent.,,Our focus is on increasing their opportunities and choices. Labor has constantly eroded the security of the elderly.,1
410,410,63620_199003_410,It has changed the pension income test seven times in seven years.,,Labor has constantly eroded the security of the elderly. Its policies have been confused and inconsistent.,1
411,411,63620_199003_411,Our policies are clearly explained in our Economic Action Plan and our Retirement Income Policy.,,Its policies have been confused and inconsistent. It has changed the pension income test seven times in seven years.,1
412,412,63620_199003_412,In the area of health we are committed to retain and improve Medicare as it operates for the aged.,,It has changed the pension income test seven times in seven years. Our policies are clearly explained in our Economic Action Plan and our Retirement Income Policy.,1
413,413,63620_199003_413,"Our proposals to allow taxpayers to ""opt out"" of Medicare will reduce public hospital waiting lists.",,Our policies are clearly explained in our Economic Action Plan and our Retirement Income Policy. In the area of health we are committed to retain and improve Medicare as it operates for the aged.,1
414,414,63620_199003_414,This will allow the elderly to gain quicker access to hospital services.,,"In the area of health we are committed to retain and improve Medicare as it operates for the aged. Our proposals to allow taxpayers to ""opt out"" of Medicare will reduce public hospital waiting lists.",1
415,415,63620_199003_415,"We have given a guarantee that all existing social security benefits for the aged will be maintained, and we have undertaken to enhance benefits in the most important fields.",,"Our proposals to allow taxpayers to ""opt out"" of Medicare will reduce public hospital waiting lists. This will allow the elderly to gain quicker access to hospital services.",1
416,416,63620_199003_416,Among our initiatives are commitments to:  •Modify the assets test to ensure that the age pension is not withheld from those in genuine need.,,"This will allow the elderly to gain quicker access to hospital services. We have given a guarantee that all existing social security benefits for the aged will be maintained, and we have undertaken to enhance benefits in the most important fields.",1
417,417,63620_199003_417,"•Raise the superannuation lump sum tax-free threshold from $60,000 to $125,000.",,"We have given a guarantee that all existing social security benefits for the aged will be maintained, and we have undertaken to enhance benefits in the most important fields. Among our initiatives are commitments to:  •Modify the assets test to ensure that the age pension is not withheld from those in genuine need.",7
418,418,63620_199003_418,•Abolish compulsory retirement for those who would qualify for the aged pension but who wish to remain in employment or live off savings and give them increased pension payment for each additional year of deferment  ,,"Among our initiatives are commitments to:  •Modify the assets test to ensure that the age pension is not withheld from those in genuine need. •Raise the superannuation lump sum tax-free threshold from $60,000 to $125,000.",3
419,419,63620_199003_419,•Relax the administration of the Pension Income Test.,,"•Raise the superannuation lump sum tax-free threshold from $60,000 to $125,000. •Abolish compulsory retirement for those who would qualify for the aged pension but who wish to remain in employment or live off savings and give them increased pension payment for each additional year of deferment  ",1
