,Oid,Id,Sentence,Flag,labels
477,477,63320_201309_477,Enterprise Connect was established by Labor to offer advice and support to eligible†Australian small and medium-sized†enterprises to help them transform and reach their full potential.,0,1
478,478,63320_201309_478,"All small businesses can immediately write-off the full value of assets costing less than $6,500, including motor vehicles.",0,1
479,479,63320_201309_479,Small businesses can depreciate other assets (other than buildings) at 15 per cent in the first year and then in a single pool at a rate of 30†per cent.,0,1
480,480,63320_201309_480,"They can also claim up to $5,000 as an immediate deduction for motor vehicles (new or used) costing $6,500 or more.",0,7
481,481,63320_201309_481,The remainder of the motor vehicle value will be pooled in the general small business pool.,0,1
482,482,63320_201309_482,Labor is also allowing companies to carry back tax losses of up to $1†million to get a refund against tax paid in the previous year.,0,7
483,483,63320_201309_483,The loss carry back period will increase to two years from 2013-14.,0,1
484,484,63320_201309_484,"This can provide a tax benefit of up to $300,000 per year (limited to the balance of the company's franking account) providing an injection of funds to invest in new ideas, equipment and markets.",0,7
485,485,63320_201309_485,Labor is for Being a Good Global Citizen,1,1
486,486,63320_201309_486,Labor has a proud tradition of standing up for the freedom and rights of others in the world.,0,1
487,487,63320_201309_487,That tradition continues with Australia being elected as one of five new non-permanent members of the United Nations Security Council.,0,1
488,488,63320_201309_488,Australia's two-year term began at the start of 2013 and gives us a seat at the table in trying to maintain international peace and security.,0,1
489,489,63320_201309_489,Australia last served on the UN Security Council under the Hawke Labor Government in 1985-86.,0,1
490,490,63320_201309_490,Australia is†one of 50 countries in the International Security Assistance Force operating in Afghanistan under a United Nations mandate.,0,1
491,491,63320_201309_491,"Thanks to Australia's hard working troops, Uruzgan Province in Afghanistan is on track to transition to Afghan-led security by the end of this year.",0,1
492,492,63320_201309_492,Transition across Afghanistan will be complete by the end of 2014.,0,1
493,493,63320_201309_493,The majority of Australia's troops will be home by the end of 2013 with the closure of the main Tarin Kot base in Uruzgan Province.,0,1
494,494,63320_201309_494,Completing transition in Afghanistan is in Australia's national interest as we want to help ensure that Afghanistan does not again become a breeding ground for international terrorists.,0,3
495,495,63320_201309_495,"Australia has made clear that we expect to maintain a presence in Afghanistan beyond 2014, through training, military advisers, capacity building and development assistance.",0,1
496,496,63320_201309_496,Australia will also consider contributing Special Forces under an appropriate mandate.,0,1
497,497,63320_201309_497,Our contribution to foreign aid has grown every year since Labor came to government in 2007; there is currently more assistance from Australia to other countries than ever before.,0,1
498,498,63320_201309_498,Labor is committed to delivering an effective aid program and contributing 0.5 per cent of Australia's Gross National Income towards foreign aid by 2017-18.,0,7
499,499,63320_201309_499,Labor is for Regional Australia,1,1
500,500,63320_201309_500,"Labor stands for jobs and growth in regional Australia, which means stronger, fairer and smarter regional communities.",0,1
501,501,63320_201309_501,"Regional communities deserve to be the best they can be, to seize the opportunities of the future.",0,1
502,502,63320_201309_502,That's why Labor has worked hard to protect jobs and support families in regional Australia.,0,1
503,503,63320_201309_503,"Labor has invested billions of dollars in regional health, education, skills, roads, rail and community services.",0,1
504,504,63320_201309_504,We recognise that there is more work to be done.,0,1
505,505,63320_201309_505,We want to help unlock regional Australia's potential and work with regional communities to secure their - and the nation's - future prosperity.,0,1
506,506,63320_201309_506,"Without world-class broadband, regional Australia will fall behind the rest of the country and world, and local economies will suffer.",0,1
507,507,63320_201309_507,"In the 21st century, broadband is basic infrastructure ñregional Australians need it.",0,1
508,508,63320_201309_508,"It's become an essential utility, just like electricity or water.",0,1
509,509,63320_201309_509,"That's why Labor is delivering the National Broadband Network: high-speed, reliable, affordable broadband to every home and business in Australia.",0,1
510,510,63320_201309_510,The technology is future-proof and can be upgraded easily ñfuture speeds will be even faster.,0,1
511,511,63320_201309_511,The rollout of the NBN is progressing rapidly.,0,1
512,512,63320_201309_512,High-speed broadband to homes and businesses in cities and the bush is being rolled out right across Australia.,0,2
513,513,63320_201309_513,By June this year construction will have commenced or be complete for more than 1.2 million homes and businesses.,0,7
514,514,63320_201309_514,"The benefits of the NBN are clear: it will make a real difference to the lives of regional Australians in the areas of education, health and business.",0,1
515,515,63320_201309_515,"A student in Dubbo could participate in a specialist science class delivered by a teacher in Sydney, regional health patients will be able to receive specialist consultations from home or a local clinic without the need to travel and local businesses will have unprecedented opportunities to expand and reach new markets.",0,1
516,516,63320_201309_516,The reliability and affordability of the NBN is going to dramatically improve access to technology.,0,1
517,517,63320_201309_517,Farmers will have instant access to the latest price and weather information.,0,1
518,518,63320_201309_518,"They will be able to track their livestock in real time, manage their crops more effectively, auction livestock online using video-conferencing, and have the ability to sell directly to buyers rather than through an intermediary.",0,5
519,519,63320_201309_519,The Coalition says Australia can't afford to have access to the best communications system in the world.,0,1
520,520,63320_201309_520,Labor says we can't afford not to.,0,1
521,521,63320_201309_521,Labor is developing Australia's first ever National Food Plan.,0,1
522,522,63320_201309_522,"This plan will be delivered as a white paper this year and will help provide a sustainable, globally competitive, resilient food supply that supports access to nutritious and affordable food.",0,1
523,523,63320_201309_523,It will examine the potential challenges and opportunities for our food producers and consumers.,0,1
524,524,63320_201309_524,"Animal welfare, including for animals in the live export trade, is a priority for Labor.",0,1
525,525,63320_201309_525,"The Exporter Supply Chain Assurance System (ESCAS) has been created, which for the first time provides traceability and accountability in the live animal export trade.",0,1
526,526,63320_201309_526,No other country has such a far-reaching system for overseeing the animal welfare of live animal exports.,0,1
527,527,63320_201309_527,ESCAS strictly regulates the treatment of livestock and sets a benchmark that requires exporters to take responsibility for the welfare of animals throughout their supply chain.,0,1
528,528,63320_201309_528,This system applies in all existing and new live export slaughter markets.,0,1
529,529,63320_201309_529,"Before an export company is granted permission to ship livestock for slaughter purposes overseas, it must demonstrate livestock will be treated at, or better than, internationally recognised animal welfare standards.",0,1
