,oid,Id,sentence,Flag,Context,labels
384,384,63620_201309_384,Building a 5-Pillar economy and unleashing Australia's potential.,1.0,"We will extend unfair contract protection currently available to consumers, to small businesses. We will ensure that big and small businesses get a `fair-go' and do the right thing by each other in their respective marketplaces, delivering real and lasting benefits to consumers.",1
385,385,63620_201309_385,POLICY PRIORITY.,1.0,"We will ensure that big and small businesses get a `fair-go' and do the right thing by each other in their respective marketplaces, delivering real and lasting benefits to consumers. Building a 5-Pillar economy and unleashing Australia's potential.",1
386,386,63620_201309_386,"We will create stronger jobs growth by building a diverse, world-class 5-Pillar economy ñ by building on our strengths in Manufacturing Innovation, Advanced Services, Agriculture Exports, world-class Education and Research, as well as boosting Mining Exports.",,Building a 5-Pillar economy and unleashing Australia's potential. POLICY PRIORITY.,1
387,387,63620_201309_387,Building a diverse 5-Pillar economy.,1.0,"POLICY PRIORITY. We will create stronger jobs growth by building a diverse, world-class 5-Pillar economy ñ by building on our strengths in Manufacturing Innovation, Advanced Services, Agriculture Exports, world-class Education and Research, as well as boosting Mining Exports.",1
388,388,63620_201309_388,"To guard against having all our eggs in the one basket of mining, we will build a more diverse, world-class economy ñ a 5-Pillar economy ñ to unleash Australia's real economic potential.",,"We will create stronger jobs growth by building a diverse, world-class 5-Pillar economy ñ by building on our strengths in Manufacturing Innovation, Advanced Services, Agriculture Exports, world-class Education and Research, as well as boosting Mining Exports. Building a diverse 5-Pillar economy.",1
389,389,63620_201309_389,"We will build on our strengths in Manufacturing Innovation, Agriculture Exports, Advanced Services, world-class Education and Research, as well as boosting our Mining Exports, to make the most of our comparative advantages in international markets.",,"Building a diverse 5-Pillar economy. To guard against having all our eggs in the one basket of mining, we will build a more diverse, world-class economy ñ a 5-Pillar economy ñ to unleash Australia's real economic potential.",1
390,390,63620_201309_390,Delivering stronger jobs growth.,1.0,"To guard against having all our eggs in the one basket of mining, we will build a more diverse, world-class economy ñ a 5-Pillar economy ñ to unleash Australia's real economic potential. We will build on our strengths in Manufacturing Innovation, Agriculture Exports, Advanced Services, world-class Education and Research, as well as boosting our Mining Exports, to make the most of our comparative advantages in international markets.",1
391,391,63620_201309_391,By developing a world-class 5-Pillar economy we will deliver one million new jobs over the next five years and two million new jobs over the next decade as we modernise and transform all sectors of our economy.,,"We will build on our strengths in Manufacturing Innovation, Agriculture Exports, Advanced Services, world-class Education and Research, as well as boosting our Mining Exports, to make the most of our comparative advantages in international markets. Delivering stronger jobs growth.",1
392,392,63620_201309_392,Prime Minister's Business Advisory Council.,1.0,Delivering stronger jobs growth. By developing a world-class 5-Pillar economy we will deliver one million new jobs over the next five years and two million new jobs over the next decade as we modernise and transform all sectors of our economy.,1
393,393,63620_201309_393,We will establish a new Prime Minister's Business Advisory Council to advise the Executive Government on developing the economy.,,By developing a world-class 5-Pillar economy we will deliver one million new jobs over the next five years and two million new jobs over the next decade as we modernise and transform all sectors of our economy. Prime Minister's Business Advisory Council.,5
394,394,63620_201309_394,The Business Advisory Council will be chaired by leading Australian business leader Mr Maurice Newman AC and meet three times a year.,,Prime Minister's Business Advisory Council. We will establish a new Prime Minister's Business Advisory Council to advise the Executive Government on developing the economy.,1
395,395,63620_201309_395,"It will include, amongst others, representatives from the Manufacturing, Agricultural, Services, Education and Resources sectors of the economy.",,We will establish a new Prime Minister's Business Advisory Council to advise the Executive Government on developing the economy. The Business Advisory Council will be chaired by leading Australian business leader Mr Maurice Newman AC and meet three times a year.,1
396,396,63620_201309_396,Building on our strengths in Manufacturing Innovation.,1.0,"The Business Advisory Council will be chaired by leading Australian business leader Mr Maurice Newman AC and meet three times a year. It will include, amongst others, representatives from the Manufacturing, Agricultural, Services, Education and Resources sectors of the economy.",1
397,397,63620_201309_397,We will unleash the real economic potential in our manufacturing industry by removing the shackles and burdens holding the industry back and by making the industry more productive and competitive.,,"It will include, amongst others, representatives from the Manufacturing, Agricultural, Services, Education and Resources sectors of the economy. Building on our strengths in Manufacturing Innovation.",1
398,398,63620_201309_398,We will:,1.0,Building on our strengths in Manufacturing Innovation. We will unleash the real economic potential in our manufacturing industry by removing the shackles and burdens holding the industry back and by making the industry more productive and competitive.,1
399,399,63620_201309_399,"repeal the world's biggest carbon tax which makes Australian businesses, particularly manufacturing, less competitive in domestic and international markets;",,We will unleash the real economic potential in our manufacturing industry by removing the shackles and burdens holding the industry back and by making the industry more productive and competitive. We will:,6
400,400,63620_201309_400,cut red tape costs by $1 billion a year;,,"We will: repeal the world's biggest carbon tax which makes Australian businesses, particularly manufacturing, less competitive in domestic and international markets;",5
401,401,63620_201309_401,get business costs down and get productivity up by ensuring Australian businesses have the right incentives to invest in Research and Development;,,"repeal the world's biggest carbon tax which makes Australian businesses, particularly manufacturing, less competitive in domestic and international markets; cut red tape costs by $1 billion a year;",7
402,402,63620_201309_402,create the environment to revitalise Australian industry's international competitiveness;,,cut red tape costs by $1 billion a year; get business costs down and get productivity up by ensuring Australian businesses have the right incentives to invest in Research and Development;,7
403,403,63620_201309_403,"we will provide better links between government, business and research institutions;",,get business costs down and get productivity up by ensuring Australian businesses have the right incentives to invest in Research and Development; create the environment to revitalise Australian industry's international competitiveness;,3
404,404,63620_201309_404,act immediately to deliver a level playing field for Australia's manufacturing businesses with more effective anti-dumping measures.,,"create the environment to revitalise Australian industry's international competitiveness; we will provide better links between government, business and research institutions;",1
405,405,63620_201309_405,We will crackdown on overseas producers who don't cooperate with anti-dumping investigations.,,"we will provide better links between government, business and research institutions; act immediately to deliver a level playing field for Australia's manufacturing businesses with more effective anti-dumping measures.",3
406,406,63620_201309_406,We will strengthen enforcement of the provisions of the World Trade Organisation Agreement on subsidies and countervailing measures.,,act immediately to deliver a level playing field for Australia's manufacturing businesses with more effective anti-dumping measures. We will crackdown on overseas producers who don't cooperate with anti-dumping investigations.,6
407,407,63620_201309_407,We will transfer anti-dumping responsibilities from Customs to the Department of Industry; and build on our comparative strength in Manufacturing Innovation.,,We will crackdown on overseas producers who don't cooperate with anti-dumping investigations. We will strengthen enforcement of the provisions of the World Trade Organisation Agreement on subsidies and countervailing measures.,1
408,408,63620_201309_408,Building on our strengths in Agriculture Exports.,1.0,We will strengthen enforcement of the provisions of the World Trade Organisation Agreement on subsidies and countervailing measures. We will transfer anti-dumping responsibilities from Customs to the Department of Industry; and build on our comparative strength in Manufacturing Innovation.,1
409,409,63620_201309_409,We will unleash the real economic potential in our agricultural industry by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive.,,We will transfer anti-dumping responsibilities from Customs to the Department of Industry; and build on our comparative strength in Manufacturing Innovation. Building on our strengths in Agriculture Exports.,7
410,410,63620_201309_410,We will: build on our comparative strength in food production and better manage our precious water resources to help our agriculture sector become the `Food Bowl of Asia' and achieve `food security' in a world demanding more of our food resources; support our fishing industry and review the declaration of new Marine Protected Areas.,1.0,Building on our strengths in Agriculture Exports. We will unleash the real economic potential in our agricultural industry by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive.,1
411,411,63620_201309_411,We will establish genuine consultation with the fishing industry on research and strengthen the connection between science and fishing policy; and provide policy stability and certainty to our live exports trade avoiding damaging backflips like Labor's overnight decision to suspend live cattle trade with Indonesia.,,We will unleash the real economic potential in our agricultural industry by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive. We will: build on our comparative strength in food production and better manage our precious water resources to help our agriculture sector become the `Food Bowl of Asia' and achieve `food security' in a world demanding more of our food resources; support our fishing industry and review the declaration of new Marine Protected Areas.,3
412,412,63620_201309_412,Building on our strengths in Advanced Services.,1.0,We will: build on our comparative strength in food production and better manage our precious water resources to help our agriculture sector become the `Food Bowl of Asia' and achieve `food security' in a world demanding more of our food resources; support our fishing industry and review the declaration of new Marine Protected Areas. We will establish genuine consultation with the fishing industry on research and strengthen the connection between science and fishing policy; and provide policy stability and certainty to our live exports trade avoiding damaging backflips like Labor's overnight decision to suspend live cattle trade with Indonesia.,1
413,413,63620_201309_413,We will unleash the real economic potential in our service industries by making the industry more productive and globally competitive.,,We will establish genuine consultation with the fishing industry on research and strengthen the connection between science and fishing policy; and provide policy stability and certainty to our live exports trade avoiding damaging backflips like Labor's overnight decision to suspend live cattle trade with Indonesia. Building on our strengths in Advanced Services.,2
414,414,63620_201309_414,"We will deliver broadband faster, sooner and at less expense to taxpayers and consumers than Labor's National Broadband Network.",,Building on our strengths in Advanced Services. We will unleash the real economic potential in our service industries by making the industry more productive and globally competitive.,3
415,415,63620_201309_415,We will:,1.0,"We will unleash the real economic potential in our service industries by making the industry more productive and globally competitive. We will deliver broadband faster, sooner and at less expense to taxpayers and consumers than Labor's National Broadband Network.",1
416,416,63620_201309_416,cut red tape costs by $1 billion per year;,,"We will deliver broadband faster, sooner and at less expense to taxpayers and consumers than Labor's National Broadband Network. We will:",6
417,417,63620_201309_417,build on our comparative strength in Advanced Services to boost our exports to Asia.,,We will: cut red tape costs by $1 billion per year;,7
418,418,63620_201309_418,"We will seize the enormous opportunities for this highly diversified sector, particularly in relation to financial services, health services, engineering and architectural services;",,cut red tape costs by $1 billion per year; build on our comparative strength in Advanced Services to boost our exports to Asia.,7
419,419,63620_201309_419,"encourage modernisation and the development of Advanced Services and support the use of new technologies, particularly digital and IT;",,"build on our comparative strength in Advanced Services to boost our exports to Asia. We will seize the enormous opportunities for this highly diversified sector, particularly in relation to financial services, health services, engineering and architectural services;",1
420,420,63620_201309_420,expand our skills into the Asian region; and,,"We will seize the enormous opportunities for this highly diversified sector, particularly in relation to financial services, health services, engineering and architectural services; encourage modernisation and the development of Advanced Services and support the use of new technologies, particularly digital and IT;",1
421,421,63620_201309_421,give priority to the recommendations of the Johnson Report into Australia as a Financial Centre to further grow our financial services industry's ability to export its world-class expertise to Asia and beyond.,,"encourage modernisation and the development of Advanced Services and support the use of new technologies, particularly digital and IT; expand our skills into the Asian region; and",1
422,422,63620_201309_422,Building a world-class Education and Research sector.,1.0,expand our skills into the Asian region; and give priority to the recommendations of the Johnson Report into Australia as a Financial Centre to further grow our financial services industry's ability to export its world-class expertise to Asia and beyond.,1
423,423,63620_201309_423,We will unleash the real economic potential in our Education and Research sector by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive.,,give priority to the recommendations of the Johnson Report into Australia as a Financial Centre to further grow our financial services industry's ability to export its world-class expertise to Asia and beyond. Building a world-class Education and Research sector.,3
424,424,63620_201309_424,We will:,1.0,Building a world-class Education and Research sector. We will unleash the real economic potential in our Education and Research sector by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive.,1
425,425,63620_201309_425,"encourage modernisation and the development of world-class Education and Research capabilities and support the use of new technologies, particularly digital and IT; and",,We will unleash the real economic potential in our Education and Research sector by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive. We will:,1
426,426,63620_201309_426,"expand our education export sector, particularly in the Asian region using a number of channels including online.",,"We will: encourage modernisation and the development of world-class Education and Research capabilities and support the use of new technologies, particularly digital and IT; and",3
427,427,63620_201309_427,"Building a world-class Mining, Energy and Resources sector.",1.0,"encourage modernisation and the development of world-class Education and Research capabilities and support the use of new technologies, particularly digital and IT; and expand our education export sector, particularly in the Asian region using a number of channels including online.",1
428,428,63620_201309_428,We will unleash the real economic potential in our mining industry by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive.,,"expand our education export sector, particularly in the Asian region using a number of channels including online. Building a world-class Mining, Energy and Resources sector.",1
429,429,63620_201309_429,We will:,1.0,"Building a world-class Mining, Energy and Resources sector. We will unleash the real economic potential in our mining industry by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive.",1
430,430,63620_201309_430,build on our strength as one of the world's rich resource-based economies;,,We will unleash the real economic potential in our mining industry by removing the shackles and burdens holding the industry back and by making the industry more productive and globally competitive. We will:,7
431,431,63620_201309_431,re-energise our mining comoanies by abolishing Labor's carbon and mining taxes;,,We will: build on our strength as one of the world's rich resource-based economies;,1
432,432,63620_201309_432,establish a one-stop shop for environmental approvals and speed up the time for bringing projects on-stream; and,,build on our strength as one of the world's rich resource-based economies; re-energise our mining comoanies by abolishing Labor's carbon and mining taxes;,1
433,433,63620_201309_433,declare Australia `open for business' and restore Australia's international reputation as a safe place to invest.,,re-energise our mining comoanies by abolishing Labor's carbon and mining taxes; establish a one-stop shop for environmental approvals and speed up the time for bringing projects on-stream; and,1
434,434,63620_201309_434,"``The sum of human happiness is most likely to be maximised when government knows its limits"".",,establish a one-stop shop for environmental approvals and speed up the time for bringing projects on-stream; and declare Australia `open for business' and restore Australia's international reputation as a safe place to invest.,1
435,435,63620_201309_435,"``Government should be at least as interested in the creation of wealth as in its redistribution"".",,"declare Australia `open for business' and restore Australia's international reputation as a safe place to invest. ``The sum of human happiness is most likely to be maximised when government knows its limits"".",1
436,436,63620_201309_436,Delivering modern infrastructure and building a 21st Century Australia.,1.0,"``The sum of human happiness is most likely to be maximised when government knows its limits"". ``Government should be at least as interested in the creation of wealth as in its redistribution"".",1
437,437,63620_201309_437,Building the modern infrastructure Australia needs.,1.0,"``Government should be at least as interested in the creation of wealth as in its redistribution"". Delivering modern infrastructure and building a 21st Century Australia.",1
438,438,63620_201309_438,We have an economic plan for Australia ñ a plan to build more modern infrastructure to boost productivity.,,Delivering modern infrastructure and building a 21st Century Australia. Building the modern infrastructure Australia needs.,5
439,439,63620_201309_439,We will deliver the modern infrastructure that a first world 21st Century country deserves.,,Building the modern infrastructure Australia needs. We have an economic plan for Australia ñ a plan to build more modern infrastructure to boost productivity.,1
440,440,63620_201309_440,"You will see cranes over our cities as we get on with the job of building more modern infrastructure, with a special emphasis on reducing the bottlenecks on our gridlocked roads and highways.",,We have an economic plan for Australia ñ a plan to build more modern infrastructure to boost productivity. We will deliver the modern infrastructure that a first world 21st Century country deserves.,1
441,441,63620_201309_441,Big new projects will be underway within 12 months of a change of government.,,"We will deliver the modern infrastructure that a first world 21st Century country deserves. You will see cranes over our cities as we get on with the job of building more modern infrastructure, with a special emphasis on reducing the bottlenecks on our gridlocked roads and highways.",1
442,442,63620_201309_442,Our big cities are as vital to our economy as our vast resource developments and can be properly considered a critical part of our national economic infrastructure.,,"You will see cranes over our cities as we get on with the job of building more modern infrastructure, with a special emphasis on reducing the bottlenecks on our gridlocked roads and highways. Big new projects will be underway within 12 months of a change of government.",1
443,443,63620_201309_443,They are key to the development of a more productive and prosperous Australia.,,Big new projects will be underway within 12 months of a change of government. Our big cities are as vital to our economy as our vast resource developments and can be properly considered a critical part of our national economic infrastructure.,1
444,444,63620_201309_444,Delivering a 15-year rolling plan for national infrastructure projects.,1.0,Our big cities are as vital to our economy as our vast resource developments and can be properly considered a critical part of our national economic infrastructure. They are key to the development of a more productive and prosperous Australia.,1
445,445,63620_201309_445,We will develop a rolling 15-year infrastructure plan of national projects and work closely with Infrastructure Australia in establishing project priorities and delivery timetables.,,They are key to the development of a more productive and prosperous Australia. Delivering a 15-year rolling plan for national infrastructure projects.,1
446,446,63620_201309_446,This will be a Commonwealth and State government plan and will be revised every five years.,,Delivering a 15-year rolling plan for national infrastructure projects. We will develop a rolling 15-year infrastructure plan of national projects and work closely with Infrastructure Australia in establishing project priorities and delivery timetables.,1
447,447,63620_201309_447,Empowering Infrastructure Australia to deliver better value from infrastructure spending.,,We will develop a rolling 15-year infrastructure plan of national projects and work closely with Infrastructure Australia in establishing project priorities and delivery timetables. This will be a Commonwealth and State government plan and will be revised every five years.,1
448,448,63620_201309_448,We will deliver better value from infrastructure spending by working in close collaboration with Infrastructure Australia.,,This will be a Commonwealth and State government plan and will be revised every five years. Empowering Infrastructure Australia to deliver better value from infrastructure spending.,1
449,449,63620_201309_449,"Infrastructure projects are very expensive and taxpayers must be guaranteed that their money is spent in the most cost effective manner possible so that we end up with more productive infrastructure, rather than just wasted money.",,Empowering Infrastructure Australia to deliver better value from infrastructure spending. We will deliver better value from infrastructure spending by working in close collaboration with Infrastructure Australia.,1
450,450,63620_201309_450,"We will strengthen the role of Infrastructure Australia, improve its governance and make it more transparent and accountable, as well as a more effective adviser.",,"We will deliver better value from infrastructure spending by working in close collaboration with Infrastructure Australia. Infrastructure projects are very expensive and taxpayers must be guaranteed that their money is spent in the most cost effective manner possible so that we end up with more productive infrastructure, rather than just wasted money.",3
451,451,63620_201309_451,We will require all Commonwealth-funded projects worth more than $100 million to undergo a cost-benefit analysis by Infrastructure Australia to ensure the best use of available taxpayer monies.,,"Infrastructure projects are very expensive and taxpayers must be guaranteed that their money is spent in the most cost effective manner possible so that we end up with more productive infrastructure, rather than just wasted money. We will strengthen the role of Infrastructure Australia, improve its governance and make it more transparent and accountable, as well as a more effective adviser.",1
452,452,63620_201309_452,We will require Infrastructure Australia to publish justifications for all its project recommendations.,,"We will strengthen the role of Infrastructure Australia, improve its governance and make it more transparent and accountable, as well as a more effective adviser. We will require all Commonwealth-funded projects worth more than $100 million to undergo a cost-benefit analysis by Infrastructure Australia to ensure the best use of available taxpayer monies.",3
453,453,63620_201309_453,We will prioritise projects based on a proper cost-benefit analysis.,,We will require all Commonwealth-funded projects worth more than $100 million to undergo a cost-benefit analysis by Infrastructure Australia to ensure the best use of available taxpayer monies. We will require Infrastructure Australia to publish justifications for all its project recommendations.,3
454,454,63620_201309_454,Within 12 months of election we will announce infrastructure priorities and construction timetables in consultation with the States.,,We will require Infrastructure Australia to publish justifications for all its project recommendations. We will prioritise projects based on a proper cost-benefit analysis.,1
455,455,63620_201309_455,Encouraging more private investment in infrastructure projects.,1.0,We will prioritise projects based on a proper cost-benefit analysis. Within 12 months of election we will announce infrastructure priorities and construction timetables in consultation with the States.,1
456,456,63620_201309_456,We will investigate ways to get more private funding into high priority infrastructure projects to enable us to do more to modernise Australia.,,Within 12 months of election we will announce infrastructure priorities and construction timetables in consultation with the States. Encouraging more private investment in infrastructure projects.,1
457,457,63620_201309_457,"We will ask the Office of Financial Management to examine an Infrastructure Partnership Bonds Scheme to encourage billions of dollars of additional private investment in infrastructure projects, so that we can get more things done.",,Encouraging more private investment in infrastructure projects. We will investigate ways to get more private funding into high priority infrastructure projects to enable us to do more to modernise Australia.,3
458,458,63620_201309_458,POLICY PRIORITY.,1.0,"We will investigate ways to get more private funding into high priority infrastructure projects to enable us to do more to modernise Australia. We will ask the Office of Financial Management to examine an Infrastructure Partnership Bonds Scheme to encourage billions of dollars of additional private investment in infrastructure projects, so that we can get more things done.",1
459,459,63620_201309_459,We will build more modern infrastructure to get things moving ñ with a special emphasis on reducing the bottlenecks on our gridlocked roads and highways.,,"We will ask the Office of Financial Management to examine an Infrastructure Partnership Bonds Scheme to encourage billions of dollars of additional private investment in infrastructure projects, so that we can get more things done. POLICY PRIORITY.",3
460,460,63620_201309_460,Delivering major roads and highways to get things moving.,1.0,POLICY PRIORITY. We will build more modern infrastructure to get things moving ñ with a special emphasis on reducing the bottlenecks on our gridlocked roads and highways.,1
461,461,63620_201309_461,We will work with the States and the private sector to accelerate the delivery of a major roads and highways programme that reduces bottlenecks ñ to improve productivity and safety for all road users.,,We will build more modern infrastructure to get things moving ñ with a special emphasis on reducing the bottlenecks on our gridlocked roads and highways. Delivering major roads and highways to get things moving.,1
462,462,63620_201309_462,We will contribute $1.5 billion to get the M4 East (WestConnex Project) underway in Sydney to complete the east-west corridor.,,Delivering major roads and highways to get things moving. We will work with the States and the private sector to accelerate the delivery of a major roads and highways programme that reduces bottlenecks ñ to improve productivity and safety for all road users.,7
463,463,63620_201309_463,We will contribute $1.5 billion to get the East-West Link road tunnel underway in Melbourne to link the Eastern Freeway and Western Ring Road and we will further improve the Geelong Princes Highway.,,We will work with the States and the private sector to accelerate the delivery of a major roads and highways programme that reduces bottlenecks ñ to improve productivity and safety for all road users. We will contribute $1.5 billion to get the M4 East (WestConnex Project) underway in Sydney to complete the east-west corridor.,7
464,464,63620_201309_464,We will contribute $1 billion towards the upgrade of the Gateway Motorway in Brisbane and we will develop the Toowoomba Range crossing.,,We will contribute $1.5 billion to get the M4 East (WestConnex Project) underway in Sydney to complete the east-west corridor. We will contribute $1.5 billion to get the East-West Link road tunnel underway in Melbourne to link the Eastern Freeway and Western Ring Road and we will further improve the Geelong Princes Highway.,7
465,465,63620_201309_465,We will contribute $400 million and get the duplication of the Midland Highway between Hobart and Launceston done in Tasmania.,,We will contribute $1.5 billion to get the East-West Link road tunnel underway in Melbourne to link the Eastern Freeway and Western Ring Road and we will further improve the Geelong Princes Highway. We will contribute $1 billion towards the upgrade of the Gateway Motorway in Brisbane and we will develop the Toowoomba Range crossing.,7
466,466,63620_201309_466,We will contribute $5.6 billion to complete the duplication of the Pacific Highway from Newcastle to the Queensland border.,,We will contribute $1 billion towards the upgrade of the Gateway Motorway in Brisbane and we will develop the Toowoomba Range crossing. We will contribute $400 million and get the duplication of the Midland Highway between Hobart and Launceston done in Tasmania.,7
467,467,63620_201309_467,We are committed to the Perth Gateway project and will make further road infrastructure commitments in South Australia before the next election.,,We will contribute $400 million and get the duplication of the Midland Highway between Hobart and Launceston done in Tasmania. We will contribute $5.6 billion to complete the duplication of the Pacific Highway from Newcastle to the Queensland border.,3
468,468,63620_201309_468,Delivering more affordable broadband ñ rolling it out faster.,1.0,We will contribute $5.6 billion to complete the duplication of the Pacific Highway from Newcastle to the Queensland border. We are committed to the Perth Gateway project and will make further road infrastructure commitments in South Australia before the next election.,1
469,469,63620_201309_469,The Coalition will deliver high speed broadband that is both affordable for families and businesses and cost effective for taxpayers.,,We are committed to the Perth Gateway project and will make further road infrastructure commitments in South Australia before the next election. Delivering more affordable broadband ñ rolling it out faster.,1
470,470,63620_201309_470,"We will for the first time do a fully transparent cost-benefit analysis of the National Broadband Network, to find out the quickest and most cost-efficient way to upgrade broadband to all areas where services are now unavailable or sub-standard.",,Delivering more affordable broadband ñ rolling it out faster. The Coalition will deliver high speed broadband that is both affordable for families and businesses and cost effective for taxpayers.,1
471,471,63620_201309_471,This is the cost-benefit analysis Labor didn't do before committing to spend tens of billions of dollars on the NBN.,1.0,"The Coalition will deliver high speed broadband that is both affordable for families and businesses and cost effective for taxpayers. We will for the first time do a fully transparent cost-benefit analysis of the National Broadband Network, to find out the quickest and most cost-efficient way to upgrade broadband to all areas where services are now unavailable or sub-standard.",1
472,472,63620_201309_472,We will roll out super-fast broadband using whichever is the most effective and cost efficient technology and we will use existing infrastructure where we can.,,"We will for the first time do a fully transparent cost-benefit analysis of the National Broadband Network, to find out the quickest and most cost-efficient way to upgrade broadband to all areas where services are now unavailable or sub-standard. This is the cost-benefit analysis Labor didn't do before committing to spend tens of billions of dollars on the NBN.",1
473,473,63620_201309_473,We will roll it out faster to high priority areas.,,This is the cost-benefit analysis Labor didn't do before committing to spend tens of billions of dollars on the NBN. We will roll out super-fast broadband using whichever is the most effective and cost efficient technology and we will use existing infrastructure where we can.,1
474,474,63620_201309_474,We will end billions of dollars of wasteful spending on the NBN and deliver more of the modern infrastructure we urgently need while encouraging competition wherever possible to put downward pressure on prices.,,We will roll out super-fast broadband using whichever is the most effective and cost efficient technology and we will use existing infrastructure where we can. We will roll it out faster to high priority areas.,1
475,475,63620_201309_475,Building more dams ñ providing water security.,1.0,We will roll it out faster to high priority areas. We will end billions of dollars of wasteful spending on the NBN and deliver more of the modern infrastructure we urgently need while encouraging competition wherever possible to put downward pressure on prices.,1
476,476,63620_201309_476,"We will start the detailed planning necessary to build new dams ñ to secure the nation's water supplies, deliver strong economic benefits for Australia, while also protecting our environment.",,We will end billions of dollars of wasteful spending on the NBN and deliver more of the modern infrastructure we urgently need while encouraging competition wherever possible to put downward pressure on prices. Building more dams ñ providing water security.,5
477,477,63620_201309_477,The Coalition's Dams Taskforce is looking at potential investments in dam capacity across Australia.,,"Building more dams ñ providing water security. We will start the detailed planning necessary to build new dams ñ to secure the nation's water supplies, deliver strong economic benefits for Australia, while also protecting our environment.",1
478,478,63620_201309_478,"Delivering more jobs, higher wages and higher living standards.",1.0,"We will start the detailed planning necessary to build new dams ñ to secure the nation's water supplies, deliver strong economic benefits for Australia, while also protecting our environment. The Coalition's Dams Taskforce is looking at potential investments in dam capacity across Australia.",1
479,479,63620_201309_479,Delivering stronger jobs growth and a bigger economy.,1.0,"The Coalition's Dams Taskforce is looking at potential investments in dam capacity across Australia. Delivering more jobs, higher wages and higher living standards.",1
480,480,63620_201309_480,"Our economic plan will deliver stronger jobs growth right across Australia by unleashing Australia's real economic potential and growing a bigger, more productive and prosperous economy.",,"Delivering more jobs, higher wages and higher living standards. Delivering stronger jobs growth and a bigger economy.",1
481,481,63620_201309_481,Delivering two million new jobs over the next decade.,1.0,"Delivering stronger jobs growth and a bigger economy. Our economic plan will deliver stronger jobs growth right across Australia by unleashing Australia's real economic potential and growing a bigger, more productive and prosperous economy.",1
482,482,63620_201309_482,"We will generate one million new jobs over the next five years and two million new jobs over the next decade as we unleash Australia's real economic potential, modernise our businesses and industries as well as transform to a stronger and more prosperous economy.",,"Our economic plan will deliver stronger jobs growth right across Australia by unleashing Australia's real economic potential and growing a bigger, more productive and prosperous economy. Delivering two million new jobs over the next decade.",1
483,483,63620_201309_483,Delivering higher real wages and higher living standards.,1.0,"Delivering two million new jobs over the next decade. We will generate one million new jobs over the next five years and two million new jobs over the next decade as we unleash Australia's real economic potential, modernise our businesses and industries as well as transform to a stronger and more prosperous economy.",1
484,484,63620_201309_484,We will deliver higher real wages and higher living standards by providing real opportunities for productivity growth as we transform and grow the economy and encourage higher pay for better work.,,"We will generate one million new jobs over the next five years and two million new jobs over the next decade as we unleash Australia's real economic potential, modernise our businesses and industries as well as transform to a stronger and more prosperous economy. Delivering higher real wages and higher living standards.",1
485,485,63620_201309_485,We will tackle Australia's lagging productivity growth problem by pursuing our Better Productivity Plan and building a more productive and prosperous economy that will enable higher real wages and lift Australia's living standards.,,Delivering higher real wages and higher living standards. We will deliver higher real wages and higher living standards by providing real opportunities for productivity growth as we transform and grow the economy and encourage higher pay for better work.,1
486,486,63620_201309_486,Helping unemployed young people to get a job.,1.0,We will deliver higher real wages and higher living standards by providing real opportunities for productivity growth as we transform and grow the economy and encourage higher pay for better work. We will tackle Australia's lagging productivity growth problem by pursuing our Better Productivity Plan and building a more productive and prosperous economy that will enable higher real wages and lift Australia's living standards.,1
487,487,63620_201309_487,We will encourage unemployed young people to get back into the workforce ñ particularly in those areas where unskilled jobs are readily available.,,We will tackle Australia's lagging productivity growth problem by pursuing our Better Productivity Plan and building a more productive and prosperous economy that will enable higher real wages and lift Australia's living standards. Helping unemployed young people to get a job.,1
488,488,63620_201309_488,Helping women get ahead.,1.0,Helping unemployed young people to get a job. We will encourage unemployed young people to get back into the workforce ñ particularly in those areas where unskilled jobs are readily available.,1
489,489,63620_201309_489,"We will help the women and families of Australia get ahead and have a real choice to have children and a career with a genuine Paid Parental Leave scheme, supported by an affordable, flexible and accessible childcare system.",,We will encourage unemployed young people to get back into the workforce ñ particularly in those areas where unskilled jobs are readily available. Helping women get ahead.,1
490,490,63620_201309_490,POLICY PRIORITY.,1.0,"Helping women get ahead. We will help the women and families of Australia get ahead and have a real choice to have children and a career with a genuine Paid Parental Leave scheme, supported by an affordable, flexible and accessible childcare system.",1
491,491,63620_201309_491,"We will generate one million new jobs over the next five years and two million new jobs over the next 10 years by growing a bigger, more productive and prosperous economy.",,"We will help the women and families of Australia get ahead and have a real choice to have children and a career with a genuine Paid Parental Leave scheme, supported by an affordable, flexible and accessible childcare system. POLICY PRIORITY.",3
492,492,63620_201309_492,Reducing cost-of-living pressures for families.,1.0,"POLICY PRIORITY. We will generate one million new jobs over the next five years and two million new jobs over the next 10 years by growing a bigger, more productive and prosperous economy.",1
493,493,63620_201309_493,"Delivering Hope, Reward and Opportunity for families.",1.0,"We will generate one million new jobs over the next five years and two million new jobs over the next 10 years by growing a bigger, more productive and prosperous economy. Reducing cost-of-living pressures for families.",1
